"nid","key_number","display_name","sort_name","parent","biography","present_in_yok"
"21900","1869","Unnamed Middle-Aged Women","Unnamed Middle-Aged Women","","<p>On the train to Oxford in <em>Sanctuary</em> are ""three middle-aged women"" who cannot find seats, because of the ""gay rudeness"" of the college students who pushed into the car ahead of them (169).</p>","No"
"21899","1868","Unnamed Mexican Girls","Unnamed Mexican Girls","","<p><em>Sanctuary</em> refers to these women at a double remove: Horace is at the Sartoris place when he tells the story of Lee Goodwin at the Old Frenchman place telling him about the ""Mexican girls"" he met while serving as a sergeant in the U.S. cavalry (109).</p>","No"
"21898","1867","Unnamed Jefferson Merchants and Professionals 1","Unnamed Jefferson Merchants and Professionals 1","","<p>When Horace goes downtown on his second day in Jefferson in <em>Sanctuary</em>, he renews his acquaintance with the men he meets around the courthouse: ""merchants and professional men,"" most of whom ""remembered him as a boy"" (112).  They are not otherwise characterized.</p>","Yes"
"21897","1866","Unnamed Men in Square 1","Unnamed Men in Square 1","","<p><em>Sanctuary</em> refers to men in the town square several times.  In Chapter 17 they are seen ""drifting back toward the square after supper"" (134).  In Chapter 19, looking through the window of Ruby's hotel room, Horace can see ""men pitching dollars back and forth between holes in the bare earth beneath and locusts and water oaks"" around the courthouse at the center of the square (161).</p>","Yes"
"21896","1865","Unnamed People at Train Station 1","Unnamed People at Train Station 1","","<p>In <em>Sanctuary</em> the men lounging at the Taylor station who watch Temple as she gets off the train are ""chewing slowly"" (presumably tobacco) and wearing overalls (36).</p>","No"
"21895","1864","Unnamed Garage Workers 1","Unnamed Garage Workers 1","","<p>Although <em>Sanctuary</em> refers to them at one point as ""the garage men"" (127), the ""white men sitting in titled chairs along the oil-foul wall of the garage across the street"" from the jail during the day are associated with only two activities: listening to the convicted murderer sing and chewing, presumably tobacco (115).</p>","Yes"
"21894","1863","Unnamed Negro Hotel Porter in Memphis","Unnamed Negro Hotel Porter in Memphis","","<p>In <em>Sanctuary</em> this porter at the door of the Hotel Gayoso offers to carry Virgil and Fonzo's suitcases, but they ""brush past him"" (190).</p>","No"
"21893","1862","Unnamed Memphis Counterman","Unnamed Memphis Counterman","","<p>As Popeye and Temple drive down the Memphis street toward Miss Reba's in <em>Sanctuary</em>, they see ""a fat man in a dirty apron with a toothpick in his mouth"" inside the diner that they pass (142).</p>","No"
"21892","1861","Tull Family","Tull Family","","<p><em>Sanctuary</em> simply refers to the people eating dinner when Ruby comes in to use the phone as ""Tull's family"" (105).  The story ""Spotted Horses"" (which was published a few months after <em>Sanctuary</em>) is a bit more forthcoming, listing ""his wife and three daughters and Mrs. Tull's aunt.""  On that basis we identify the gender of the family as ""female.""</p>","Yes"
"21891","1860","Unnamed Married Woman 2","Unnamed Married Woman 2","","<p>According to Miss Reba in <em>Sanctuary</em>, among the women who have sought attention from Popeye over the years is ""a little married woman"" who ""offered Minnie twenty-five dollars just to get him into the room"" (145).</p>","No"
"21890","1859","Unnamed Man in Shirt Sleeves","Unnamed Man in Shirt Sleeves","","<p>In <em>Sanctuary</em> Horace sees but cannot overhear this ""gesticulant"" man in ""his shirt sleeves"" haranguing the crowd that gathers in front of the jail after Lee Goodwin is convicted (293).  While it seems certain that he is inciting them to violence against Lee, the crowd remains ""quite orderly"" after he finishes ""talking himself out"" (293).</p>","Yes"
"21889","1858","Unnamed Man at Party","Unnamed Man at Party","","<p>Little Belle is at a ""house party"" somewhere when Horace calls her at the end of <em>Sanctuary</em> (299), with someone whom readers only hear, as a ""masculine voice"" who interrupts Belle to try to tell Horace something before Belle ""hushes"" him (300).</p>","No"
"21888","1857","Unnamed Man outside Reba's 1","Unnamed Man outside Reba's 1","","<p>Standing outside Miss Reba's brothel in <em>Sanctuary</em>, Virgil and Fonzo see this man get out of a taxi with a ""plump blonde woman"" (192).  The couple's behavior outside the door causes Fonzo to suck in his breath, and Virgil to assume that they must be married, but while the narrator never says so explicitly, it's clear enough that she is a prostitute and he is one of her customers.  He leaves in the taxi after dropping her off at the house.</p>","No"
"21887","1856","Unnamed Man outside Reba's 2","Unnamed Man outside Reba's 2","","<p>In <em>Sanctuary</em> Temple sees ""a man in a cap"" twice when she leaves Miss Reba's to make a phone call (228).  The first time he is ""standing in a door[way]"" (228), and it seems fairly certain (without being made explicit) that he is a confederate of Popeye who is there to keep an eye on her.</p>","No"
"21886","1855","Unnamed Lynch Mob","Unnamed Lynch Mob","","<p>In <em>Sanctuary</em> within a few hours after Lee is convicted - formally for Tommy's murder, and in the minds of the townspeople for Temple's rape - the crowd that gathers in the Square turns into a lynch mob of ""antic"" figures who burn him to death (296).  We see the confused scene through Horace's eyes.  He registers running men, ""panting shouts,"" a ""circle"" that has gathered around a ""blazing mass"" (295-96), but only one member of the mob is individualized: a man ""carrying a five-gallon coal oil can"" which explodes in his hands.  Which members of the community participate in the lynching is not specified, nor does the narrative say anything about the town's larger reaction to the event, but when Horace arrives in Kinston the next day the taxi driver who takes him home says ""they burned that fellow"" approvingly: ""We got to protect our girls"" (298).</p>","Yes"
"21885","1854","Unnamed Locksmith","Unnamed Locksmith","","<p>In <em>Sanctuary</em> this Pensacola locksmith is called in to open the bathroom door that Popeye locked on the day of his birthday party.</p>","No"
"21884","1853","Unnamed Law Professors","Unnamed Law Professors","","<p>Because they felt sorry about his handicap, the unnamed law professors who taught Eustace Graham at the ""State University"" in <em>Sanctuary</em> ""groomed him like a race-horse"" (262).</p>","No"
"21883","1852","Unnamed Drummers 4","Unnamed Drummers 4","","<p>The ""drummers"" in <em>Sanctuary</em> don't actually appear in the novel, but we know they exist because the ""old man"" who picks them up in his taxi when they come to town on the train apparently tells them all the epigram that he has come up with to tell the story of his life (297).  In Faulkner's time (and in his world), a ""drummer"" is a traveling salesman.</p>","No"
"21882","1851","Unnamed Garment Workers","Unnamed Garment Workers","","<p>In an odd aside, <em>Sanctuary</em> notes that the ""suit of gray"" worn by the ""old man"" in Kinston who drives the taxi was ""made by Jews in the New York tenement district"" (298).  Many different ethnicities worked in the city's garment industry and belonged to the International Ladies' Garment Workers' Union (founded in 1900), but the stereotype of the Jewish garment worker was widespread in the 1920s.</p>","No"
"21881","1850","Unnamed Jackson Prostitutes","Unnamed Jackson Prostitutes","","<p>Listening to State Senator Clarence Snopes talk about the life he leads in the state capital of Jackson in <em>Sanctuary</em>, Horace conjures up images of ""discreet flicks of skirts in swift closet doors"" in various hotel rooms (175).  That's all the narrative gives us, but it seems safe to assume that inside the skirts are women, and that the women themselves are prostitutes.  The narrative makes very clear elsewhere how well Clarence knows his way around the brothels of Memphis - and even his preference for Negro prostitutes, though there's no way to establish the race of the women Horace imagines.</p>","No"
"21880","1849","Unnamed Mourners","Unnamed Mourners","","<p>When she imagines herself dead as a way to escape Popeye's sexual assault in <em>Sanctuary</em>, Temple's fantasy includes ""all the people sitting around the coffin, saying Dont she look sweet"" (219).</p>","No"
"21879","1848","Unnamed Illegitimate Children 1","Unnamed Illegitimate Children 1","","<p>In <em>Sanctuary</em> when Horace asks Reba ""Have you any children?"" she replies ""Yes. . . . I'm supporting four, in a Arkansaw home now,"" though she adds immediately ""Not mine, though"" (211).  If not, they are presumably the children of various women who have worked for her as prostitutes.</p>","No"
"21878","1847","Unnamed Husband of Popeye's Grandmother","Unnamed Husband of Popeye's Grandmother","","<p>The second husband of Popeye's maternal grandmother appears in and disappears from <em>Sanctuary</em> in half a paragraph.  We see ""an undersized, snuffy man with a mild, rich moustache"" who is very handy maintaining the boarding house his wife owns, until the day he walks out with a check to pay the butcher and instead vanishes with all the money she has saved (304).</p>","No"
"21877","1846","Unnamed Men with Gene","Unnamed Men with Gene","","<p>Like Gene, the bootlegger they work for in <em>Sanctuary</em>, the two ""young men"" who bring additional alcohol for the funeral are described as ""soiled"" (246).</p>","No"
"21876","1845","Unnamed Half-Crazed Woman","Unnamed Half-Crazed Woman","","<p>This ""old half-crazed white woman"" in <em>Sanctuary</em> is one of Jefferson's most eccentric inhabitants (200).  The physical description of her is equally striking: her ""lank grayish hair"" hangs beside ""the glittering collapse of her face"" (201).  She is reported to make her living by ""manufactur[ing] spells for negroes"" (200), though her house was also once raided by ""officers searching for whiskey"" (201).  Horace arranges for Ruby to stay in the ""lean-to shed room"" attached to her house. (This woman may recur as ""Mrs. Downs"" in <em>Intruder in the Town</em>; at the very least, the two women are essentially the same character.)</p>","Yes"
"21875","1844","Unnamed Gynecologist","Unnamed Gynecologist","","<p>Immediately before questioning Temple during Lee Goodwin's trial in <em>Sanctuary</em>, the District Attorney mentions ""the gynecologist"" who testified earlier about ""the most sacred affairs of that most sacred thing in life: womanhood"" (283-84).  The doctor himself does not appear in the novel.</p>","Yes"
"21874","1843","Unnamed Waiters at the Grotto Club","Unnamed Waiters at the Grotto Club","","<p>Waiters appear in both scenes set in the Grotto club in <em>Sanctuary</em>.  In Chapter 25, describing the funeral for Red, they are clearly identified as ""negro waiters, in black shirts beneath starched jackets.""  In the previous chapter, however, the narrative describes the two waiters who place drinks in front of Temple and Popeye in more racially ambiguous terms: seen from Temple's  perspective they appear as ""a brown [hand] in a white sleeve, a soiled white one beneath a dirty cuff"" (235).  Also in Chapter 24, ""a waiter"" shows Temple to a private room, where Red joins her (238).</p>","No"
"21873","1842","Unnamed Orchestra at the Grotto Club 2","Unnamed Orchestra at the Grotto Club 2","","<p>Musicians play at the Grotto club at two different points in <em>Sanctuary</em>.  A second ""orchestra,"" ""from a downtown hotel,"" is hired to provide music at Red's funeral.  A dispute arises about what kind of music they should play.  ""The leader"" proposes ""the Blue Danube"" by ""Strauss"" (a detail which suggests these musicians are white, 244), another man proposes ""jazz.""  But at the suggestion of the proprietor of the Grotto they first play ""Nearer My God, To Thee,"" and then the ""cornetist"" plays a solo version of ""In That Haven of Rest"" (245).  After that the music becomes more secular, as indicated by phrases like ""a brassy blare"" (246), but as the scene goes on, it is increasingly drowned out by the ""pandemonium"" created by the guests (248).</p>","No"
"21872","1841","Unnamed Orchestra at the Grotto Club 1","Unnamed Orchestra at the Grotto Club 1","","<p>Musicians play at the Grotto club at two different points in <em>Sanctuary</em>.  The first time, this regular club ""orchestra"" provides the soundtrack to the scene in which Popeye and Red compete fatally for Temple.  The dance music they play ""swirls slowly about her in a bright myriad wave"" (238).  But the narrative never describes either the musicians or the music more particularly; given the history of music in Memphis, they may be black.</p>","No"
"21871","1840","Unnamed Grotto Club Bouncer","Unnamed Grotto Club Bouncer","","<p>""A thick, muscle-bound, bullet-headed man"" wearing a badly fitting dinner jacket (243), the bouncer at the Grotto club in <em>Sanctuary</em> is put to work when he tries to remove a rowdy guest at Red's funeral and is attacked by four men.  The funeral ends when they crash into the bier and spill Red's body out of the coffin.</p>","No"
"21870","1839","Unnamed Grandmother of Popeye","Unnamed Grandmother of Popeye","","<p>In <em>Sanctuary</em> the mother of Popeye's mother seems normal enough when first introduced, as someone who likes the strike-breaker who is Popeye's father.  After being widowed, she has remarried a man who takes good care of her boarding house - until one day he disappears with all the money she had in the bank.  Perhaps this event is what triggers her madness, a mixture of pyromania and paranoia.  Convinced that someone is trying to ""get"" her infant grandson (305), she sets a number of fires inside the house until, after leaving Popeye on the seat of a rich woman's car, she succeeds in burning it down, perishing herself in the fire.</p>","No"
"21869","1838","Unnamed Governor of Mississippi 2","Unnamed Governor of Mississippi 2","","<p>The Mississippi Governor in ""Monk"" is almost surely modeled on Governor Theodore G. Bilbo, who served two terms in that office (1916-20 and 1928-32) and as a U.S. Senator from 1934 until his death in 1947. He, like the Governor in ""Monk,"" is ""a man without ancestry"" (53), and is charged  with trading in pardons for political gain. As a critic of the Governor's ""puppet"" Pardon Board, Gavin Stevens implies that the Governor is just another crooked politician more concerned with garnering votes than dispensing any actual justice; the Governor seems comfortable admitting that is the case.  Gavin also calls him ""shrewd,"" (53), and the Governor shows himself to be just that; moreover, he's practical and realistic about Terrel's pardon, providing a stark contrast to Stevens's idealism when he concludes that ""politics in the twentieth century is a sorry thing"" (57).</p>","No"
"21868","1837","Unnamed Governor of Mississippi 3","Unnamed Governor of Mississippi 3","","<p>This is not the Governor in <em>Requiem</em> who appears onstage in Act III but a ""Governor of the State"" who was once held in the Jefferson jail for thirty days after being sentenced for contempt of court (196).  This episode is based on the real experience of former Mississippi Governor Theodore Bilbo, a native of Oxford, who in 1922 spent the same thirty days in jail.  (The Governor who does appear onstage has his own entry in the index: see Governor Henry.)</p>","Yes"
"21867","1836","Unnamed Governor of Mississippi 1","Unnamed Governor of Mississippi 1","","<p>No name is mentioned when Temple tells Ruby that the ""gu-governor comes to our house"" for dinner (56).  The real Governor of Mississippi when <em>Sanctuary</em> was published was Theodore G. Bilbo, an outspoken white supremacist - but it's not necessary to believe that Faulkner intended readers to think of specifically of him.  Temple's intention seems to be simply to assert her caste status as a shield.</p>","No"
"21866","1835","Unnamed Gas Station Mechanic","Unnamed Gas Station Mechanic","","<p>The narrator of <em>Sanctuary</em> calls the man who fills Popeye's car up in Dumfries a ""mechanic""; he indicates which way Temple went when she got out of the car (140).</p>","No"
"21865","1834","Unnamed Gas Station Clerk","Unnamed Gas Station Clerk","","<p>This clerk works inside the ""dingy confectionery"" in Dumfries where Popeye buys gas, cigarettes, candy and a sandwich in <em>Sanctuary</em> (140).</p>","No"
"21864","1833","Unnamed Filipino Woman","Unnamed Filipino Woman","","<p>Lee Goodwin has a relationship with this woman while he is stationed in the Philippines.  Ruby calls her a ""nigger"" when telling Temple about how Lee killed another American soldier in a fight over her (59), but since Ruby would be likely to use that term for any non-white person, Negro or Hispanic, it leaves open the question of the woman's racial identity.</p>","No"
"21863","1832","Unnamed Drunken Man","Unnamed Drunken Man","","<p>In the hallway of the Negro brothel that Clarence takes them to, Virgil and Fonzo see ""a drunk white man in greasy overalls"" arguing with two Negro men (198).  His overalls identify him as lower class, and tell us something about the socio-economic standing of the brothel's clientele, but no other details, about the man or the argument, are given in <em>Sanctuary</em>.</p>","No"
"21862","1831","Unnamed Detective","Unnamed Detective","","<p>All we know about this character in <em>Sanctuary</em> is that, when Horace asks the post office clerk at the University if he knows where Temple has gone, the clerk in reply asks him if he is ""another detective"" - suggesting that a detective of some kind has already been looking for Judge Temple's missing daughter (171).   We don't even know if he is a private detective, or a policeman.</p>","No"
"21861","1830","Unnamed Grocery Delivery Boy","Unnamed Grocery Delivery Boy","","<p>This boy falls while delivering groceries to Popeye's mother on his bike in <em>Sanctuary</em>.  By breaking the bottle of olive oil she ordered, he sets off a series of unfortunate incidents - but is himself unapologetic about the original mishap, telling the customer ""you ought to buy that oil in cans"" and ""you want to have that gate fixed"" (305).</p>","No"
"21860","1829","Unnamed Customers of Goodwin","Unnamed Customers of Goodwin","","<p>In <em>Sanctuary</em> Horace refers to Lee Goodwin's ""good customers,"" the men of Yoknapatawpha who regularly bought whiskey illegally from him in the past but turned on him once he was arrested (127).</p>","Yes"
"21859","1828","Unnamed Craps Dealer","Unnamed Craps Dealer","","<p>In <em>Sanctuary</em> the Grotto employee in charge of the ""crap table"" (as the narrative calls it, though it is usually referred to as a craps table) is called ""the dealer"" when he speaks his one line in the novel: ""'Eleven,' he said"" (240).</p>","No"
"21857","1826","Unnamed Taxi Driver 3","Unnamed Taxi Driver 3","","<p>The taxi driver in ""Death Drag"" unsuccessfully tries to get Ginsfarb to tell him who jumps off the airplane in the barnstorming show.</p>","Yes"
"21856","1825","Unnamed Taxi Driver 2","Unnamed Taxi Driver 2","","<p><em>Sanctuary</em> provides the ""old"" Kinston man who drives Horace home from the train with a fairly intricate story.  ""In the old days"" he was at the head of local society, ""a planter, a landholder, son of one of the first settlers.""   But when the town ""boomed"" into sudden prosperity, he lost his property ""through greed and gullibility"" and for the last several decades has made a living as a taxi driver.  With his ""gray moustache with waxed ends"" and his ""suit of grey striped with red,"" however, he still gives off an air of gentility (297-98).</p>","No"
"21855","1824","Unnamed Congressman","Unnamed Congressman","","<p>Both times Ruby tells how the lawyer she hired got Lee out of prison in <em>Sanctuary</em>, she says he ""got  a congressman"" (59, 278).  Neither time does she go into any more details about the congressman.</p>","No"
"21854","1823","Unnamed Committee of Baptists","Unnamed Committee of Baptists","","<p>The ""committee"" of Jefferson Baptists in <em>Sanctuary</em> who protest against allowing a woman like Ruby to stay in the town's hotel in do not directly appear.  The proprietor of the hotel refers to ""these church ladies,"" but it's not clear whether they were the committee - or the group that sent the committee.  In either case, the proprietor tells Horace that ""once [them ladies] get set on a thing,"" a man ""might just as well give up and do like they say"" (180).</p>","Yes"
"21853","1822","Unnamed College Students","Unnamed College Students","","<p>The various college students mentioned in <em>Sanctuary</em> can be assorted into two groups: the ones Temple thinks about and the ones Horace sees.   (1) Temple brings her classmates to mind twice during her ordeal at the Frenchman's place: first, while lying in the dark at the Old Frenchman's place, when she thinks of ""the slow couples strolling toward the sound of the supper bell"" (51); and then, while hiding in the barn from Pap, when she imagines them ""leaving the dormitories in their new spring clothes"" toward the bells of the churches (87). She imagines these ""couples strolling toward church"" on Sunday morning again while lying in the dark at Miss Reba's (152). (2) The ""throng of them"" as seen by Horace when he gets off the train at the Oxford station (170).  ""They"" seem to be all college students, and essentially all women.  The description of what he sees does mention ""their escorts,"" the men wearing ""colored shirts"" who hold hands with them, but it is striking how those men are made almost invisible next to the women, ""in bright dresses,"" ""swinging their little hips,"" ""looking at Horace with cold, blank eyes"" (170-71).  And again, when he leaves the university branch of the post office, Horace seems to see only the female students on the campus, ""like music moving, like honey poured in sunlight"" (172).  And at the station again, waiting to leave, he watches as ""they began to gather, ""their bodies moving continually inside their scant garments"" (172).  (7 other entries in this index describe other student groups and individuals in <em>Sanctuary</em>; you can search for all of them using ""Unnamed College."")</p>","No"
"21852","1821","Unnamed College Girl","Unnamed College Girl","","<p>This is the girl in <em>Sanctuary</em> who told the Dean that Temple was ""slipping out at night,"" in retaliation for the fact that Temple went out ""with a boy she liked"" (57).</p>","No"
"21851","1820","Unnamed College Boy 3","Unnamed College Boy 3","","<p>On board the third and last train Horace takes on his way to Oxford in <em>Sanctuary</em> are two ""young men in collegiate clothes with small cryptic badges on their shirts and vests"" (168).  This one is unnamed, but together with ""Shack"" he outwits the train conductor and jokes crudely about women.</p>","No"
"21850","1819","Unnamed College Boy 2","Unnamed College Boy 2","","<p>In <em>Sanctuary</em> this is the young man ""at school,"" whom Temple notices in Dumfries when she stops there with Popeye stops in his car.  The reader never sees him, but Temple says ""he was almost looking right at me!"" (140).</p>","No"
"21849","1818","Unnamed College Boy 1","Unnamed College Boy 1","","<p>One of Temple's many suitors and dates in <em>Sanctuary</em>, this boy is the one that she went out with sometime before the story begins, making the unnamed girl who liked him mad because, Temple says, afterwards ""he never asked her for another date"" (57).</p>","No"
"21848","1817","Unnamed College Band","Unnamed College Band","","<p>In <em>Sanctuary</em>, when Temple thinks of the college baseball game in Starkville that she is missing, she imagines, briefly, ""the band, the yawning glitter of the bass horn"" (37).</p>","No"
"21847","1816","Unnamed Cigar Seller 2","Unnamed Cigar Seller 2","","<p>One of the three people in <em>Sanctuary</em> who testify against Popeye at his trial for a murder he did not commit is ""a cigar-clerk"" (311).  We learn nothing about his testimony, or whether he is sincerely mistaken.</p>","No"
"21846","1815","Unnamed Chemist","Unnamed Chemist","","<p>During Lee's trial in <em>Sanctuary</em> the District Attorney mentions ""the chemist"" who has already testified, presumably about the blood stain on the corn-cob (283).</p>","Yes"
"21845","1814","Unnamed Chauffeurs","Unnamed Chauffeurs","","<p>In <em>Sanctuary</em> six ""liveried chauffeurs"" - all presumably employed by a funeral home - drive the otherwise empty ""Packard touring cars"" that follow the hearse carrying Red's body to the cemetery (249).  The odds are good that Faulkner imagined them as Negroes, like the other drivers and chauffeurs in his fictions, but in this text their race is not specified.</p>","No"
"21844","1813","Unnamed Brother of Ruby","Unnamed Brother of Ruby","","<p>In <em>Sanctuary</em>, according to Ruby, her brother is just as determined as her father to keep her apart from Frank, the man she loves.  He tells his sister he's going to kill him, ""in his yellow buggy"" (58).  His ambush is foiled by her.</p>","No"
"21843","1812","Unnamed Taxi Driver 1","Unnamed Taxi Driver 1","","<p>In <em>Sanctuary</em> this cab driver outside Miss Reba's slows down to see if Temple is looking for a ride.</p>","No"
"21842","1811","Unnamed Boys and Youths","Unnamed Boys and Youths","","<p>In <em>Sanctuary</em> the group that visits the undertaker's parlor to get a glimpse of Tommy's body consists of boys ""with and without schoolbooks"" who press against the window and the ""bolder"" young men of the town who go inside the building, ""in twos and threes,"" for a closer look (112).</p>","Yes"
"21841","1810","Unnamed Boys and Negroes","Unnamed Boys and Negroes","","<p>This ambiguously defined group represents the ""one or two ragamuffin boys or negroes"" who ""sometimes"" visit Lee Goodwin after he's been convicted of murder and on some of those times bring him ""baskets,"" presumably containing food (115).</p>","No"
"21840","1809","Unnamed Boy with Packard","Unnamed Boy with Packard","","<p>In <em>Sanctuary</em> Temple tells Gowan that she knows ""a boy at home"" who owns a Packard automobile like the one that Popeye drives (49).</p>","No"
"21839","1808","Unnamed Bootlegger 2","Unnamed Bootlegger 2","","<p>In <em>Sanctuary</em> the second man who rides in the truck that carries the moonshine that Lee Goodwin makes from Frenchman's Bend to Memphis literally rides ""shotgun"" - as the truck pulls away from the Frenchman's place, ""the second man lays a shotgun along the back of the seat"" (22).  He teases the driver about his impatience to get back to his woman in the city.</p>","Yes"
"21838","1807","Unnamed Bootlegger 1","Unnamed Bootlegger 1","","<p>In <em>Sanctuary</em> the man who drives the truck carrying the moonshine that Lee Goodwin makes from Frenchman's Bend to Memphis complains about having to wait for Horace, to whom he is giving a ride to Jefferson.  ""I got a woman waiting for me,"" he says (21).</p>","Yes"
"21837","1806","Unnamed Boarding House Tenants 1","Unnamed Boarding House Tenants 1","","<p>The narrator of <em>Sanctuary</em> calls the people who board with Popeye's mother ""clients"" (304).  None are described in any detail, but we know they include some ""old ones"" and one man who finds two fires in his room.  The day after firemen discover Popeye's grandmother with a fire in the attic, ""all the clients left"" (305).</p>","No"
"21836","1805","Unnamed Blonde Woman","Unnamed Blonde Woman","","<p>Standing outside Miss Reba's brothel in <em>Sanctuary</em>, Virgil and Fonzo see this ""plump blonde woman"" and ""a man"" get out of a taxi (192).  The couple's behavior outside the door causes Fonzo to suck in his breath, and Virgil to assume that they must be married, but while the narrator never says so explicitly, it's clear enough that she is a prostitute and he is one of her customers.  She disappears into the house.</p>","No"
"21835","1804","Unnamed Negro Bellboys","Unnamed Negro Bellboys","","<p>In <em>Sanctuary</em>, while listening to State Senator Clarence Snopes talk about the life he lives in the capital of Jackson, Horace conjures up images of ""bellboys"" with ""bulging jackets"" (presumably contained alcoholic beverages) making deliveries to ""hotel rooms"" (175).</p>","No"
"21834","1803","Unnamed Baseball Players","Unnamed Baseball Players","","<p>When Temple in <em>Sanctuary</em> thinks of the baseball game in Starkville that she is missing, she imagines ""the green diamond dotted with players.""  The description of their playing is unmistakably in Faulkner's words, however, not hers: ""encouraging one another with short meaningless cries, plaintive, wary and forlorn"" (37).</p>","No"
"21833","1802","Unnamed Student Barber","Unnamed Student Barber","","<p>This fellow student at the barber school with Fonzo and Virgil is presumably the person in <em>Sanctuary</em> who, twelve days after they have started sleeping at Miss Reba's, tells Fonzo about the existence in Memphis of a house of prostitution.  At any rate, he accompanies them to ""that house"" after Fonzo convinces Virgil to go (196).</p>","No"
"21832","1801","Unnamed Aunt of Temple Drake","Unnamed Aunt of Temple Drake","","<p>The aunt of Temple who lives ""up north"" in <em>Sanctuary</em> may really exist, though it is clear that when the local newspaper in Jackson publishes the news that Temple's father has sent his daughter to spend time with this woman, that is a fiction intended to cover Temple's disappearance from college (176).</p>","No"
"21831","1800","Unnamed Amorous Couple","Unnamed Amorous Couple","","<p>The ""two figures"" Horace sees locked in an embrace in ""an alley-mouth"" in Memphis in <em>Sanctuary</em> are probably outside Miss Reba's house, though it is possible they exist only in his mind, which is reeling from his encounter with Temple inside the brothel and the story she tells him about being raped.  The behavior of the couple certainly matches Horace's fascinated revulsion with sexuality: the man whispers ""unprintable epithet after epithet"" caressingly; the woman swoons with ""voluptuous ecstasy"" (221).</p>","No"
"21830","1799","Unnamed American Soldiers 2","Unnamed American Soldiers 2","","<p>In <em>Sanctuary</em> Ruby worked in New York during the First World War; according to her, the city was ""full of soldiers with money to spend"" (278).  The ""New York Port of Embarkation"" - the first officially designated embarkation point for soldiers and supplies sent to Europe - included Hoboken and Brooklyn.</p>","No"
"21829","1798","Unnamed American Soldiers 1","Unnamed American Soldiers 1","","<p>These soldiers in <em>Sanctuary</em> - presumably cavalrymen like Lee Goodwin - are returning to San Francisco from their deployment in the Philippines when Ruby asks them about what has happened to Lee.  When she lets one of them pick her up, he paws her drunkenly while telling her about Lee killing another soldier in a fight over ""that nigger woman""  (277).  American forces were first sent to the Philippines in 1898 to fight the Spanish, but soon were fighting against Philippine nationalists.  The Philippines were an American territory from 1898 to 1946.</p>","No"
"21828","1797","Unnamed Alabama Sheriff","Unnamed Alabama Sheriff","","<p>This is the sheriff in <em>Sanctuary</em> who, with a sarcastic comment, ""springs the trap"" when Popeye is executed by hanging (316).</p>","No"
"21827","1796","Unnamed Alabama Policemen","Unnamed Alabama Policemen","","<p>In <em>Sanctuary</em>, when Popeye is jailed in the unnamed Alabama town for murder, this group of men - referred to as ""they"" but  presumably some combination of local policemen and the jailers - talk about how he'll send for his lawyer (310).  It is also ""they"" who take Popeye to the place of his execution, and ""adjust the rope"" around his neck, ""breaking his hair loose"" (315).</p>","No"
"21826","1795","Unnamed Alabama Minister","Unnamed Alabama Minister","","<p>In the hours before Popeye's execution in <em>Sanctuary</em>, this minister prays for him several times, and repeatedly tries without success to get Popeye to pray for himself.</p>","No"
"21825","1794","Unnamed Alabama Jurors","Unnamed Alabama Jurors","","<p>Before finding Popeye guilty, the faceless jury in Alabama that hears the case against him in <em>Sanctuary</em> deliberates for ""eight minutes"" (312).  ""Eight minutes"" is exactly how long it takes the jury in Jefferson to decide that Lee Goodwin is guilty too - also for a crime he did not commit (291).</p>","No"
"21824","1793","Unnamed Alabama Judge","Unnamed Alabama Judge","","<p>This judge in <em>Sanctuary</em> makes sure Popeye has a lawyer, denies him bail, and sentences him to be hanged after the jury convicts him.</p>","No"
"21823","1792","Unnamed Alabama District Attorney","Unnamed Alabama District Attorney","","<p>The District Attorney who tries Popeye in <em>Sanctuary</em> believes the conviction was ""too easy,"" and assumes Popeye will mount an appeal (312).</p>","No"
"21822","1791","Unnamed Alabama Bailiff","Unnamed Alabama Bailiff","","<p>This bailiff appears in only one sentence in <em>Sanctuary</em>,  when the judge at Popeye's trial consults with him about getting the accused man a lawyer.</p>","No"
"21821","1790","Unnamed Town Boy 2","Unnamed Town Boy 2","","<p>In <em>Sanctuary</em> only one of the three town boys - young men from Oxford instead of the university - who spend time with Gowan is named.  This entry represents the one whom the narrative refers to as ""the third"" (30).  Of the three, he seems the least affected either by all they drink or by the way Gowan boasts about his status as a ""gentleman"" (34).</p>","No"
"21820","1789","Unnamed Town Boy 1","Unnamed Town Boy 1","","<p>In <em>Sanctuary</em> only one of the three town boys - young men from Oxford instead of the university - who spend time with Gowan is named.  This entry represents the one whom the narrative refers to as ""the first,"" because he speaks first.  He wants to know who ""that son bitch"" driving Temple away from the dance is (30).  We hear the class resentments in that voice he tells his friend Doc things like ""you're not good enough to go to a college dance"" (30).  But after Gowan offers the three a ride, he is willing to lead him to Luke's and then to the Shack, to buy and then drink whiskey.</p>","No"
"21819","1788","Unnamed Men in Grotto Club","Unnamed Men in Grotto Club","","<p>When Temple arrives at the Grotto in <em>Sanctuary</em>, she sees four men ""sitting at a table near the door"" (234).  Two soon leave, but the other two are described with a few details.  One is chewing gum with ""teeth of an unbelievable whiteness and size"" (234).  The other has ""his coat buttoned across his chest"" (235).  The two who remain forcibly carry Temple away from the club.  All four seem to be cronies of Popeye, working with him to arrange Red's murder.</p>","No"
