"SourceTextTitle","SourceTextCode","CharacterName","AKA","Race","Gender","Class","Rank","Vitality","Family","Occupation","SpecificJob","Home","DateOfBirth","FirstAppearence","Biography","CauseOfDeath","col","dob_span","glue","hover","lab","location","mark","Narrator","none","Origin","OtherTexts","OtherTextsTEMP","Real","wid","x","y","Sort Name","Nid","IndividualGroup","Disability","Ethnicity","Ontological Status","ChangesClass","CharacterKey","CharacterKeyID","Parent","financial_status","social_status","family_new","date_of_death"
"Intruder in the Dust","ID","Unnamed People at Fraser's Store","","Multiracial Group","Multi Gender Group","MultiClass Group","Minor","Alive","","","","","","Fraser's Store","<p>On Saturdays ""every tenant and renter and freeholder white or black in the neighborhood"" would find a reason to go to the crossroads store, ""quite often to buy something"" but also often just to visit with each other (18).</p><br />","","","","","","","","","","","","","","","","","","Unnamed People at Fraser's Store","8047","Individual","","","","0","Unnamed People at Fraser&#039;s Store","23107","","","","",""
"Intruder in the Dust","ID","Unnamed White Boy","","White","Male","Lower Class","Minor","Alive","","","","","","Stevens-Mallison House","<p>Lucas commissions ""a white boy . . . on a mule"" to carry the gallon bucket of molasses he is giving Chick into town (22).</p><br />","","","","","","","","","","","","","","","","","","Unnamed White Boy","8048","Individual","","","","0","Unnamed White Boy 2","20708","","","","",""
"Intruder in the Dust","ID","Unnamed Coroner","","White","Male","Middle Class","Minor","Alive","","Professional","Coroner","","","Jefferson Undertaker's","<p>The coroner who is going to perform an autopsy on Jake Montgomery's body is waiting at ""the undertaker's back door"" when it arrives there (177).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Coroner","8049","Individual","","","","0","Unnamed Coroner 4","20353","","","","",""
"Intruder in the Dust","ID","Unnamed Undertaker's Employees","","White","Male","Lower Class","Minor","Alive","","Sales and Service","Funeral Home Workers","","","Jefferson Undertaker's","<p>""Four or five men"" take Jake Montgomery's body from the truck that brings it into town and through the back door into the funeral parlor (178).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Undertaker's Employees","8050","Group","","","","0","Unnamed Undertaker&#039;s Employees","23120","","","","",""
"Intruder in the Dust","ID","Sheriff Hampton's Parents","","White","Multi Gender Group","Lower Class","Peripheral","Dead","","Farming","Farmers","","","Sheriff Hampton's House","<p>The narrative presumably means both of Hope Hampton's parents when it refers to him as ""the son of farmers"" (105).</p><br />","","","","","","","","","","","Yoknapatawpha","","","","","","","Hampton, Parents of Sheriff Hope","8051","Group","","","","0","Hampton, Parents of Sheriff Hope","20458","","","","",""
"Intruder in the Dust","ID","Mrs. Hope Hampton","","White","Female","Lower Class","Minor","Alive","","","","Sheriff Hampton's House","","Sheriff Hampton's House","<p>The Sheriff's wife is away in Memphis, where the couple's expectant daughter lives.</p><br />","","","","","","","","","","","","","","","","","","Hampton, Mrs. Hope","8052","Individual","","","","0","Mrs. Hope Hampton","20456","","","","",""
"Intruder in the Dust","ID","Sheriff Hampton's Daughter","","White","Female","Lower Class","Minor","Alive","","","","Memphis, Tennessee","","Sheriff Hampton's House","<p>The married daughter of Sheriff and Mrs. Hampton lives in Memphis, where she is expecting a child.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Daughter of Sheriff Hampton","8053","Individual","","","","0","Sheriff Hampton&#039;s Daughter","20457","","","","",""
"Intruder in the Dust","ID","Unnamed Negro Bootblack","","Black","Male","Free Black","Minor","Alive","","Sales and Service","Bootblack","","","Jefferson Courthouse and Square","<p>Like the other Negroes in Jefferson and Yoknapatawpha, the bootblack"" (30) who works in the barbershop makes himself invisible on Sunday morning, even though that is ""the bootblack's best day shining shoes and brushing clothes"" (39).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Bootblack","8054","Individual","","","","0","Unnamed Negro Bootblack","23100","","","","",""
"Intruder in the Dust","ID","Unnamed Negro Porter(1)","","Black","Male","Free Black","Minor","Alive","","Sales and Service","Porter","","","Jefferson Courthouse and Square","<p>This ""porter"" opens up the door of the barbershop at six o'clock every morning, and ""sweeps out the hair and cigarette stubs"" (30).  The brief passage about him suggests he may also work in the pool hall nearby.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Porter(1)","8055","Individual","","","","0","Unnamed Negro Porter 3","21069","","","","",""
"Intruder in the Dust","ID","Amanda Workitt Gowrie","","White","Female","Lower Class","Peripheral","Dead","","","","","","Caledonia Chapel Cemetery","<p>Mrs. Gowrie, born Amanda Workitt, is Nub's wife and the mother of his six sons.  She is buried in the cemetery next to Caledonia chapel, and from her headstone we learn that she was born in 1878 and died in 1926 (99).  That is all the novel explicitly says about her, but ""Workitt"" is one of the most common family names in Beat Four (28).</p><br />","","","","","","","","","","","","","","","","","","Gowrie, Amanda Workitt","8056","Individual","","","","0","Amanda Workitt Gowrie","23051","","","","","Friday, January 1, 1926 to Friday, December 31, 1926"
"Intruder in the Dust","ID","Forrest Gowrie","","White","Male","Lower Class","Minor","Alive","","Production","Cotton Plantation Manager","Vicksburg, Mississippi","","Caledonia Chapel Cemetery","<p>The oldest of Nub Gowrie's six sons.  Twenty years ago he ""wrenched himself free"" of his father, got married and became the manager of a cotton plantation near Vicksburg, Mississippi (160).</p><br />","","","","","","","","","","","Yoknapatawpha","The Mansion","","","","","","Gowrie, Forrest","8057","Individual","","","","0","Forrest Gowrie","23057","Amanda Workitt Gowrie;Nub Gowrie","","","",""
"Intruder in the Dust","ID","Bryan Gowrie","","White","Male","Lower Class","Minor","Alive","","Farming","Farmer","Gowries' Farm","","Caledonia Chapel Cemetery","<p>The third of Hub Gowrie's six sons, Bryan is the one who runs the ""family farm which fed them all"" (161).</p><br />","","","","","","","","","","","","","","","","","","Gowrie, Bryan","8058","Individual","","","","0","Bryan Gowrie","23055","Amanda Workitt Gowrie;Nub Gowrie","","","",""
"Intruder in the Dust","ID","Bilbo Gowrie","","White","Male","Lower Class","Minor","Alive","","","","Gowries' Farm","January 1st, 1915 to December 31st, 1918","Caledonia Chapel Cemetery","<p>Bilbo and his brother Vardaman are identical twins, ""identical as two clothing store dummies"" (159) or ""two clothes pins on a line"" (160).  ""About thirty, a head taller than their father,"" their faces are ""surly quick-tempered and calm"" (160), though they act together with energy in the search for their murdered brother's body.  Like his brother, Bilbo is named after a noted Mississippi governor, but together they spend their nights hunting and ""their days sleeping flat on the naked planks"" of the front porch at home (162).</p><br />","","","","","","","","","","","","","","","","","","Gowrie, Bilbo","8059","Individual","","","","0","Bilbo Gowrie","23053","Amanda Workitt Gowrie;Nub Gowrie","","","",""
"Intruder in the Dust","ID","Vardaman Gowrie","","White","Male","Lower Class","Minor","Alive","","","","Gowries' Farm","January 1st, 1915 to December 31st, 1918","Caledonia Chapel Cemetery","<p>Vardaman Gowrie and his brother Bilbo are identical twins, ""identical as two clothing store dummies"" (159) or ""two clothes pins on a line"" (160).    The novel consistently treats them identically too.  ""About thirty, a head taller than their father,"" their faces are ""surly quick-tempered and calm"" (160), though they act together with energy in the search for their murdered brother's body.  Like his brother, Vardaman is named after a noted Mississippi governor, but together they spend their nights hunting and ""their days sleeping flat on the naked planks"" of the front porch at home (162).  (This Vardaman is one of the three Vardamans in the fictions, all named for Governor Vardaman; there are two characters named for Governor Bilbo.)</p><br />","","","","","","","","","","","","The Mansion","","","","","","Gowrie, Vardaman","8060","Individual","","","","0","Vardaman Gowrie","23054","","","","",""
"Intruder in the Dust","ID","Vinson Gowrie","","White","Male","Lower Class","Minor","Dies","","Production","Lumber Dealer","Gowries' Farm","January 1st, 1919 to December 31st, 1919","County Jail","<p>Vinson, the 28-year-old white man whose murder launches the story, is the youngest of Nub and Amanda Gowrie's six sons.  The only one ""with an aptitude for trading and for money,"" he can write checks that the local banks will honor and is ""said to own several small parcels"" of Yoknapatawpha farmland (162).  The business he is engaged in at the time of his death is harvesting timber in partnership with his brother Crawford.</p><br />","Murder","","","","","","","","","","","","","","","","","Gowrie, Vinson","8061","Individual","","","","0","Vinson Gowrie","23058","Amanda Workitt Gowrie;Nub Gowrie","","","",""
"Intruder in the Dust","ID","Crawford Gowrie","","White","Male","Lower Class","Secondary","Dies","","Production","Lumber Dealer","Gowries' Farm","","County Jail","<p>Crawford Gowrie, the intruder behind the novel's title, never directly appears in the narrative, but the details of his biography are memorable.  Second of Hub Gowrie's six sons, he deserted from the U.S. Army on the day before World War I ended, hid for eighteen months ""in a series of caves and tunnels in the hills"" of Yoknapatawpha, was captured after a gunfight with authorities, served a year in prison, worked out of Memphis either as a rum-runner or a strike-breaker, then returned to Beat Four, reportedly to ""more or less settle down"" (161).   Those reports are premature.</p><br />","Suicide","","","","","","","","","","","","","","","","","Gowrie, Crawford","8062","Individual","","","","0","Crawford Gowrie","23056","Amanda Workitt Gowrie;Nub Gowrie","","","",""
"Intruder in the Dust","ID","Nub Gowrie","Nathan Bedford Forrest Gowrie","White","Male","Lower Class","Secondary","Alive","","","","Gowries' Farm","January 1st, 1888 to December 31st, 1888","Stevens-Mallison House","<p>Named after a former slave-dealer who was also one of the Confederacy's most effective generals and a founder of the Ku Klux Klan, Nathan Bedford Forrest Gowrie's nickname, ""Nub,"" combines the initials of his first names with the fact of his missing left arm - though how he became handicapped is not explained.  He is ""a short lean old man with [pale] eyes . . . and a red weathered face""; his voice is ""high thin strong [and] uncracked"" (156).  He is also a ""fiery tyrant of a father"" to his six sons (160) whom most of Yoknapatawpha expects to waste no time lynching the Negro accused of killing his youngest.  When he finally comes face to face with him, Chick is surprised to see that this ""violent foulmouthed godless old man"" has a ""heart capable of breaking"" (158).</p><br />","","","","","","","","","","","","The Mansion, The Town","","","","","","Gowrie, Nub","8063","Individual","amputee","","","0","Nub Gowrie","20562","","","","",""
"Intruder in the Dust","ID","Unnamed Man in Mob(1)","","White","Male","Lower Class","Minor","Alive","","Farming","Farmer","","","County Jail","<p>One of the four men in the mob outside the jail who speak to Sheriff Hampton on Monday morning.  This first man is vividly described with ""his brown farmer's hands"" and ""his brown weathered face,"" ""curious divinant and abashless"" (137).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Man in Mob(1)","8064","Individual","","","","0","Unnamed Man in Mob 1","23090","","","","",""
"Intruder in the Dust","ID","Unnamed Man in Mob(3)","","White","Male","Lower Class","Minor","Alive","","Farming","Farmer","","","County Jail","<p>""The third"" of the four men in the mob outside the jail who speak to Sheriff Hampton on Monday morning.  He is wearing either a ""felt hat"" or a ""sweat-stained panama,"" but is not described, except as one of the ""massed duplicates"" of the first man, who has ""brown farmer's hands"" and a ""brown weathered face"" (137).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Man in Mob(3)","8065","Individual","","","","0","Unnamed Man in Mob 3","23092","","","","",""
"Intruder in the Dust","ID","Unnamed Man in Mob(4)","","White","Male","Lower Class","Minor","Alive","","Farming","Farmer","","","County Jail","<p>""The fourth"" of the four men in the mob outside the jail who speak to Sheriff Hampton on Monday morning.  He is wearing either a ""felt hat"" or a ""sweat-stained panama,"" but is not described, except as one of the ""massed duplicates"" of the first man, who has ""brown farmer's hands"" and a ""brown weathered face"" (137).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Man in Mob(4)","8066","Individual","","","","0","Unnamed Man in Mob 4","23093","","","","",""
"Intruder in the Dust","ID","Unnamed Man in Mob(2)","","White","Male","Lower Class","Minor","Alive","","Farming","Farmer","","","County Jail","<p>""The second"" of the four men in the mob outside the jail who speak to Sheriff Hampton on Monday morning.  He is wearing either a ""felt hat"" or a ""sweat-stained panama,"" but is not described, except as one of the ""massed duplicates"" of the first man, who has ""brown farmer's hands"" and a ""brown weathered face"" (137).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Man in Mob(2)","8067","Individual","","","","0","Unnamed Man in Mob 2","23091","","","","",""
"Intruder in the Dust","ID","Unnamed Roommate of Mrs. Mallison","","White","Female","Upper Class","Minor","Alive","","","","","","County Jail","<p>When they were at college together ""at Sweetbriar Virginia,"" this ""room-mate"" and Chick's mother exchanged friendship rings (68).  The woman lives in California now, and her daughter goes to Sweetbriar.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Roommate of Mrs. Mallison","8068","Individual","","","","0","Unnamed Roommate of Mrs. Mallison","23110","","","","",""
"Intruder in the Dust","ID","Unnamed Daughter of Mrs. Mallison's Roommate","","White","Female","Upper Class","Minor","Alive","","","","","","County Jail","<p>Like both Chick's mother and her own, this young woman goes to college at Sweetbriar, in Virginia.</p><br />","","","","","","","","","","","California","","","","","","","Unnamed Daughter of Mrs. Mallison's Roommate","8069","Group","","","","0","Unnamed Daughter of Mrs. Mallison&#039;s Roommate","23076","","","","",""
"Intruder in the Dust","ID","Skeets McGowan","Skeets MacGowan;Skeets Magowan","White","Male","Lower Class","Minor","Alive","","Sales and Service","Drugstore Clerk","","","Jefferson Barbershop","<p>As a clerk and soda jerk in the Jefferson drugstore, Skeets McGowan appears in three other Yoknapatawpha novels - most notoriously in <em>As I Lay Dying</em>.  In this novel he doesn't appear directly, but on Sunday evening Chick says he is probably ""loafing somewhere on the Square"" (64).  And he is presumably the ""sodajerker from the drugstore"" whom Chick sees among the young men at the barbershop that morning (42).</p><br />","","","","","","","","","","","","As I Lay Dying, The Mansion, The Town","","","","","","McGowan, Skeets","8070","Individual","","","","0","Skeet MacGowan|Skeets Magowan","20648","","","","",""
"Intruder in the Dust","ID","Mrs. Downs","","White","Female","Lower Class","Minor","Alive","","Other","Fortune Teller","Ramshackle House|Mrs. Down's House","","County Jail","<p>Mrs. Downs is ""an old white woman who lived alone in a small filthy shoebox of a house . . . in a settlement of Negro houses,"" and makes her living telling fortunes, curing hexes and finding lost objects for African American customers (69).  She is perhaps the same as, and is at least very similar to the ""half-crazed"" woman who appears in <em>Sanctuary</em>.</p><br />","","","","","","","","","","","","","","","","","","Downs, Mrs.","8071","Individual","","","","0","Mrs. Downs","23047","","","","",""
"Intruder in the Dust","ID","Unnamed Negro Truck Farmer","Hamp Worsham","Black","Male","Free Black","Minor","Alive","","Farming","Truck Farmer","Hamp Worsham's Place|Negro Servants' Cabin","","Stevens-Mallison House","<p>This ""Negro servant"" works for Eunice Habersham, helping her ""raise chickens and vegetables and peddle them about town"" (74).   He and his wife live ""in a cabin in the back yard"" of the Habersham house (74).  Later the narrator adds that he is ""Molly's brother and Lucas' brother-in-law"" (117), and the son of one of Miss Habersham's grandfather's slaves.  We assume this is the same character as Hamp Worsham in <em>Go Down, Moses</em>, who is also Molly's brother although in that novel the woman he works for is named Belle Worsham.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Truck Farmer","8072","Individual","","","","0","Hamp Worsham","20441","","","","",""
"Intruder in the Dust","ID","Unnamed Negro Servant","Mrs. Hamp Worsham","Black","Female","Free Black","Minor","Alive","","Domestic Service","Cook","Hamp Worsham's Place|Negro Servants' Cabin","","Stevens-Mallison House","<p>This ""Negro servant"" ""does the cooking"" while her husband helps Eunice Habersham raise and sell chickens and vegetables (74).  She and her husband live ""in a cabin in the back yard"" of the Habersham house (74).  (This character is similar to and Faulkner may have thought of her as identical with Mrs. Hamp Worsham in his earlier work, <em>Go Down, Moses</em>.)</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Servant","8073","Individual","","","","0","Mrs. Hamp Worsham","21077","","","","",""
"Intruder in the Dust","ID","Unnamed Mother of Molly Beauchamp","","Black","Female","Enslaved Black","Minor","Dead","","","","Worsham|Habersham House","","Stevens-Mallison House","<p>The mother of Lucas Beauchamp's wife Molly (and Molly's unnamed brother) was a slave who belonged to Dr. Habersham when Molly and Eunice Habersham were ""born in the same week""; she nursed both these girls at her breast (85).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Mother of Molly Beauchamp","8074","Individual","","","","0","Unnamed Mother of Molly Worsham Beauchamp","21219","","","","",""
"Intruder in the Dust","ID","Judge Maycox","","White","Male","Upper Class","Minor","Alive","","Professional","Judge","","","Sheriff Hampton's House","<p>Maycox is the local judge whom Gavin Stevens says will have to ""issue an order"" to exhume the body in Vinson Gowrie's grave (107), but Sheriff Hampton realizes that won't be necessary.</p><br />","","","","","","","","","","","","","","","","","","Maycox, Judge","8075","Individual","","","","0","Judge Maycox","23065","","","","",""
"Intruder in the Dust","ID","Unnamed District Judge","","White","Male","Upper Class","Minor","Alive","","Professional","Judge","","","County Jail","<p>There is a judge named Maycox mentioned in the novel, but he lives in Jefferson.  Gavin Stevens tells Lucas that the judge who will preside over his murder trial doesn't ""live within fifty miles of Yoknapatawpha"" (63).  Presumably like the District Attorney who Gavin says will prosecute the case, this judge works out of the larger Mississippi town or city that the novel calls Harrisburg, and travels to smaller places like Jefferson for regular court sessions.</p><br />","","","","","","","","","","","","","","","","","","Unnamed District Judge","8076","Individual","","","","0","Unnamed District Judge","23077","","","","",""
"Intruder in the Dust","ID","Jim Halladay","","White","Male","Middle Class","Minor","Alive","","Professional","District Attorney","Harrisburg","","County Jail","<p>In other Yoknapatawpha fictions Gavin Stevens is the elected ""County Attorney"" who prosecutes even murder cases, but in this novel he says that Lucas' trial will be handled by a ""District Attorney"": ""it's the District Attorney that'll hang you or send you to [prison],"" he warns Lucas (58), and this D.A. doesn't live ""within fifty miles of Yoknapatawpha"" (63).  He is presumably referring to the man he later identifies by name as Jim Halladay, who works out of a town or city called Harrisburg, which is ""sixty miles"" from Jefferson (107).</p><br />","","","","","","","","","","","","","","","","","","Halladay, Jim","8077","Individual","","","","0","Jim Halladay","23060","","","","",""
"Intruder in the Dust","ID","Gowries and Ingrums and Workitts","","White","Multi Gender Group","Lower Class","Minor","Alive","","","","Beat Four Boundary Line","","Jefferson Courthouse and Square","<p>The novel refers often to both the extended Gowrie clan and the larger white population of Beat Four as a specific sociological entity.  The phrase ""Gowries and Ingrums and Workitts"" identifies the three largest familial groups in that area of Yoknapatawpha (28), though members of these families have intermarried repeatedly over the generations too.  (Twice the novel adds ""Frasers"" to this list of names, 145, 146; another time it adds ""McCallums,"" 33).  All these families share a common origin in the Scottish highlands - ""Ingrum used to be Ingraham and Workitt used to be Urquhart"" before their ancestors came to America (145) - which helps explain why they chose to live in the hilliest part of the county.  The narrator sums them up as ""a connection of brawlers and farmers and foxhunters and stock- and timber-traders"" as well as ""whiskeymakers"" who are known for their racism, violence, group loyalty and resistance to outsiders (35).  The rest of the county expects ""them Beat Four folks"" to waste no time lynching the black man accused of shooting one of them in the back (46).</p><br />","","","","","","","","","","","","","","","","","","Gowries and Ingrums and Workitts","8078","Group","","","","0","Major Beat Four Families","22497","","","","",""
"Intruder in the Dust","ID","Unnamed Negro Inmates","","Black","Male","Free Black","Minor","Alive","","","","","","County Jail","<p>The five other black men in the county jail where Lucas is held are described by the narrative as the ""crap-shooters and whiskey-peddlers and razor-throwers"" who are kept in a single large room on the second floor (30).  Some of these prisoners are assigned to what the narrative calls the ""street gang"" that works outside the jail maintaining town property (54).  Under ordinary circumstances, the narrator says twice, the barred window of the second-floor cell would be ""thick with dark hands"" as the prisoners interact with friends and family on the outside (38, 50), but like Yoknapatawpha's black population in general, once Lucas is arrested even these hands disappear.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Inmates","8079","Group","","","","0","Unnamed Negro Inmates 4","21437","","","","",""
"Intruder in the Dust","ID","Unnamed Negro Girls and Women","","Black","Female","Free Black","Minor","Alive","","","","","","County Jail","<p>On a typical evening, one would see ""Negro girls and women"" outside the window of the jail, talking with the black men who are confined inside it (38).  Even though the exceptional circumstances of the story have kept them away and in hiding, the narrator describes them as ""the women in the aprons of cooks or nurses and the girls in their flash cheap clothes from the mail order houses"" (50).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Girls and Women","8080","Group","","","","0","Unnamed Negro Girls and Women","23104","","","","",""
"Intruder in the Dust","ID","McCallums","MacCallums","White","Multi Gender Group","MultiClass Group","Minor","Alive","McCallum|MacCallum","","","","","Jefferson Courthouse and Square","<p>MacCallums or McCallums (Faulkner spells the name both ways) appear in a number of Yoknapatawpha fictions.  They live in the northeast corner of the county, which in this novel is identified as Beat Four.  When the narrative lists the people in that area from whom the Sheriff has to seek votes, it says ""Gowries and Ingrums and Workitts and McCallums"" (33), though in the other fictions the economic and social standing of this family is considerably higher than the others.  One McCallum, Buddy, plays an offstage part in the story.</p><br />","","","","","","","","","","","","","","","","","","McCallums","8081","Group","","","","0","Major Beat Four Families","22497","","","","",""
"Intruder in the Dust","ID","Unnamed Movie-Goers","","White","Multi Gender Group","MultiClass Group","Minor","Alive","","","","","","Jefferson Courthouse and Square","<p>Sitting in the Square, Chick watches the ""crowd"" of movie-goers exit the theater, ""blinking into the light,"" ""bringing back into the shabby earth a fading remnant of the heart's celluloid and derring dream"" (33).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Movie-Goers","8082","Group","","","","0","Unnamed Movie-Goers 3","20988","","","","",""
"Intruder in the Dust","ID","Unnamed Jailer","Farmer","White","Male","Lower Class","Minor","Dead","","Administrative","Jailer","County Jail","","County Jail","<p>This man was the county jailer during the Civil War.  Like Mr. Tubbs in the novel's present, he lived with his family in the jail.</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Jailer","8083","Individual","","","","0","Unnamed Jailer 4","21358","","","","",""
"Intruder in the Dust","ID","Unnamed Union Soldiers","Federal Occupation Forces","White","Male","MultiClass Group","Minor","Dead","","Armed Forces","Union Soldiers","","","County Jail","<p>In 1864 these Union troops took control of Jefferson by force and ""burned to rubble"" the ""courthouse and everything else on or in the Square"" (48-49).</p><br />","","","","","","","","","","","The North","","","","","","","Unnamed Union Soldiers","8084","Group","","","","0","Unnamed Union Soldiers 17","20691","","","","",""
"Intruder in the Dust","ID","Unnamed Confederate Soldiers","","White","Male","MultiClass Group","Minor","Dead","","Armed Forces","Confederate Soldiers","","","County Jail","<p>The ""battered remnant of a Confederate brigade"" that retreated through Jefferson after losing a battle in 1864 (49).</p><br />","","","","","","","","","","","The South","Requiem for a Nun","","","","","","Unnamed Confederate Soldiers","8085","Group","","","","0","Unnamed Confederate Soldiers 8","20595","","","","",""
"Intruder in the Dust","ID","Unnamed Original Inhabitants of Jefferson","","White","Male","MultiClass Group","Minor","Dead","","","","","","County Jail","<p>According to Gavin Stevens, ""all the men"" who first came to Jefferson worked together to build it, ""to shape a land for their posterity"" (49); according to this account, ""the jailer then"" or the ""innkeeper or farrier or vegetable peddler"" could be ""what the lawyer and planter and doctor and parson called a gentleman"" (49).  Note that this definition of ""all the men"" leaves out the ones who were enslaved.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Original Inhabitants of Jefferson","8086","Group","","","","0","Unnamed Original Inhabitants of Jefferson","23105","","","","",""
"Intruder in the Dust","ID","Unnamed Confederate Lieutenant","","White","Male","Indeterminable","Minor","Dead","","Armed Forces","Confederate Officer","","","County Jail","<p>""The ragged unshaven lieutenant who leads the broken companies"" of the Confederate brigade that has to retreat through Jefferson after losing a battle outside the town in 1864 (49).  His appearance catches the eye of the jailer's daughter, who marries him ""six months later"" (49).</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Confederate Lieutenant","8087","Individual","","","","0","Unnamed Confederate Lieutenant","20821","","","","",""
"Intruder in the Dust","ID","Unnamed Jailer's Daughter","Cecelia Farmer;Celia Cook","White","Female","Lower Class","Minor","Dead","","","","County Jail","","County Jail","<p>The daughter of the man who was the county jailer in 1864 is the heroine of a romantic vignette.  Struck by the appearance of a ""ragged unshaven lieutenant"" who is leading a defeated Confederate unit past the jail, this ""young girl of that time"" writes her name with a diamond in ""one of the panes of the fanlight beside the door""; ""six months later"" they are married (49).  (This story expands a similar story in <em>The Unvanquished</em>, where the girl is named Celia Cook; Faulkner tells it again, and shifts it to the beginning of the Civil War, in <em>Requiem for a Nun</em>, where her name is Cecelia Farmer.  The story is supposedly based on a real-life incident in Faulkner's home town, Oxford.)</p><br />","","","","","","","","","","","","Requiem for a Nun, The Unvanquished","","","","","","Unnamed Jailer's Daughter","8088","Individual","","","","0","Celia Cook|Cecilia Farmer","20468","Unnamed Jailer","","","",""
"Intruder in the Dust","ID","Unnamed Architect","","White","Male","Middle Class","Minor","Alive","","Professional","Architect","","","County Jail","<p>While driving under the influence through Jefferson, this ""city man"" crashes his expensive car into one of the stores on the Square (53).  He treats his time in jail as an adventure, and tries to get the town to sell him the jail's antique ""handhewn"" door and hardware (53).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Architect","8089","Individual","","","","0","Unnamed Architect 2","20736","","","","",""
"Intruder in the Dust","ID","Jake Montgomery","","White","Male","Lower Class","Minor","Dies","","Production","Lumber Dealer","Glasgow and Hollymount","","Caledonia Chapel Cemetery","<p>""A shoestring timber-buyer from over in Crossman County"" (102), Jake Montgomery is involved in the lumber-harvesting business with Vinson and Crawford Gowrie.  The son of a farmer, his checkered past includes running a roadhouse in Tennessee that is shut down by the police.  Even as a corpse he gets around.</p><br />","Murder","","","","","","","","","","","","","","","","","Montgomery, Jake","8090","Individual","","","","0","Jake Montgomery","23066","Unnamed Father of Jake Montgomery","","","",""
"Intruder in the Dust","ID","Unnamed Churchgoers","","White","Multi Gender Group","MultiClass Group","Minor","Alive","","","","","","Jefferson Blacksmith Shop","<p>As seen from Chick's perspective, the white people who go to the churches in Jefferson on Sunday morning are ""men in their dark suits and women in silks and parasols and girls and young men two and two, flowing and decorous"" (41).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Churchgoers","8091","Individual","","","","0","Unnamed Churchgoers 2","20809","","","","",""
"Intruder in the Dust","ID","Unnamed Deputy Sheriff","","White","Male","Lower Class","Minor","Alive","","Administrative","Deputy Sheriff","","","County Jail","<p>This ""deputy"" drives the car in which Sheriff Hampton brings Lucas Beauchamp to jail (42).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Deputy Sheriff","8092","Individual","","","","0","Unnamed Deputy Sheriff 10","20392","","","","",""
"Intruder in the Dust","ID","Unnamed Man in Car","","White","Male","Lower Class","Minor","Alive","","","","","","Jefferson Courthouse and Square","<p>We only hear the voice of this ""young man"" in the car that circles the Square on Sunday night: ""no words, not even a shout: a squall significant and meaningless"" (48).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Man in Car","8093","Individual","","","","0","Unnamed Man in Car","23089","","","","",""
"Intruder in the Dust","ID","Unnamed Negro Domestics","","Black","Multi Gender Group","Free Black","Minor","Alive","","Domestic Service","Cook, Maid, Yardman","","","Jefferson Blacksmith Shop","<p>The Negro servants who work for the white population of Jefferson are almost completely invisible in the novel.  This is by their own actions: anxious about what might happen after Lucas is arrested for killing a white man, they stop going outside, even to work.  But their absence provokes two descriptions of who they are, or at least what they look like, under conventional circumstances.  On Sunday morning Chick imagines the ""housemaids or cooks in their fresh Sunday aprons"" on the porches of their employers' homes (38).  On Monday, though ""still no Negro had [been] seen,"" the narrator provides this description of who isn't visible, which subdivides this group by generation and gender: ""the young ones with straightened hair and makeup,"" wearing ""tomorrow's clothes from mailorder houses,"" who don't put on their servants' ""caps and aprons until they were inside the white kitchens""; ""the older ones in the ankle-length homemade calico and gingham who wore the long plain homemade aprons all the time""; and ""the men who should have been mowing the lawns and clipping the hedges"" (118-19).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro Domestics","8094","Group","","","","0","Unnamed Negro Domestics","23103","","","","",""
