"Code","LocationName","Authority","Description","DisplayLabel","DisplayType","X","Y","LocDescription","DisplayName","JeffersonDescription","JeffersonLabel","JeffersonX","JeffersonY","SortName","Region"
"425","County Poorhouse","","","","","","","<p>Before the Social Security Act of 1935, many localities in the U.S. had 'poor houses' or 'poor farms' to give destitute elderly or handicapped people some place to live (at poor farms they were often required to work for their support).  In <em>Flags in the Dust</em> Will Falls lives at ""the county Poor Farm,"" which is three miles out of town (3).  All we know for sure about ""the poorhouse"" where Old Het lives in ""Mule in the Yard"" is that it is ""a three-mile walk"" from Mrs. Hait's house in Jefferson (264).  But since that's exactly the same distance from Jefferson as the poorhouse in which Old Will Falls lives in <em>Flags in the Dust</em>, and she is black while he is white, it seems possible that ""the poorhouse"" (249, 264) is one of the very few integrated spaces in Yoknapatawpha. On the other hand, when Faulkner revised the story of I.O. Snopes and the mule in Mrs. Hait's yard for inclusion in <em>The Town</em>, one of the changes he made was to halve the distance Old Het has to walk to get back to ""the poorhouse"": it's now a ""mile-and-a-half walk"" (268).  We assume Will's ""Poor Farm"" and Old Het's ""poorhouse"" are the same Location, but it's not out of the question that Faulkner's change shows his desire to segregate them.</p>
","County Poorhouse","","","","","County Poorhouse","SE"
"426","Hait's Yard","","","","","","","<p>Much of the action in ""Mule in the Yard"" occurs in Mrs. Hait's front yard.  It is described as a ""handkerchief-sized plot of earth"" (254).  The yard surrounds Hait's house, which is located on the edge of town near the railroad station. A narrow plank walk connects the main house with a shed building in the corner of the yard.</p>
","Hait's Yard","","","","","Hait's Yard","J"
"427","Hait's Cow Shed","","","","","","","<p>In ""Mule in the Yard"" and <em>The Town</em> the back of Mannie Hait's house faces the railroad.  There is a ""shed building in the corner of the yard"" (250, 248),  connected by a narrow plank walk to the main house.  After her house burns  down, Mrs. Hait moves into the shed and shares it with her cow</p>
","Hait's Cow Shed","","","","","Hait's Cow Shed","J"
"428","Cambridge Inset: River and Drawbridge","","","","","","","<p>In <em>The Sound and the Fury</em>, most of Quentin Compson's wanderings on June Second, 1910, stay close to the Charles River, which flows between between Boston and Cambridge before emptying into Boston Harbor.   It is still, as in the novel, where the Harvard crew teams row.  However, like most of the Massachusetts settings in Quentin's section, the drawbridge where Quentin gets off the trolley, looks at the Charles River ""healing out to the sea"" (90), and then watches Gerald Bland take a shell from a boathouse and start rowing is apparently Faulkner's invention.  Because of the ""schooner"" he watches passing through the open bridge, it seems likely that all this is taking place closer to Boston Harbor than Harvard (89).</p>
","Cambridge Inset: River and Drawbridge","","","","","Cambridge Inset: River and Drawbridge","N"
"430","Memphis Livestock Market","","","","","","","<p>I.O. Snopes buys his mules ""at the Memphis market"" and brings them to Jefferson to sell - or to die on the railroad track (""Mule in the Yard,"" 252).</p>
","Memphis Livestock Market","","","","","Memphis Livestock Market","R"
"431","I.O. Snopes' Pasture|Mule Barn","","","","","","","<p>The ""fenced pasture"" or ""sales stable-lot"" where I.O. Snopes keeps the mules he sells has to be somewhere close to Jefferson (""Mule in the Yard,"" 252; <em>The Town</em>, 247). When I.O. drives the animals there from the train station, he passes near - sometimes too near - Mannie Hait's house.  This location plays another role in the novel: ""the lot behind I.O. Snopes' mule barn"" is where Buddy McCallum takes Matt Levitt and Anse McCallum to fight it out after he bails them out of jail.</p>
","I.O. Snopes' Pasture|Mule Barn","","","","","I.O. Snopes' Pasture|Mule Barn","NW"
"433","Jefferson Farmers' Supply Store","","","","","","","<p>The economy of Jefferson - the business that is done in the banks and the stores - revolves largely around the needs and wants of the farmers and planters who live in the surrounding county.  But three texts refer specifically to a ""farmer's supply store"" in town; when in Faulkner's last novel Lucius Priest visits it on his weekly round collecting money owed his father's livery stable, it is even named the ""Farmer's Supply"" (""Mule in the Yard,"" 257; ""Appendix Compson,"" 333; <em>Reivers</em>, 43). The one text that describes it is the ""Appendix,"" in which it is the place where Jason Compson has an office of sorts as a ""cotton dealer"" (333).  When the town librarian goes to see him there, it is described as a ""gloomy cavern which only men ever entered - a cavern cluttered and walled and stalagmitehung with plows and discs and loops of tracechain and singletrees and mulecollars and sidemeat and cheap shoes and horselinament and flour and molasses"" (333).  The narrative explains that the gloom has a racial inflection: ""since those who supplied Mississippi farmers or at least Negro Mississippi farmers for a share of the crop"" were anxious to sell their black customers only what they needed to make the crop, and so the store's merchandise was ""hidden"" from view (334).  This description clearly distinguishes 'supply stores' from the 'hardware stores' that serve the farming population in other fictions; Jefferson's hardware stores are not so strongly defined by gender and racial segregation.  I.O. Snopes can ""usually be found"" at the ""farmer's supply store"" in ""Mule in the Yard,"" and he's white - though of course he is also a Snopes (257).  We can speculate that Faulkner thinks of supply stores as serving a poorer and darker clientele, but there's not really enough evidence in these three texts to feel comfortable with such a generalization.</p>
","Jefferson Farmers' Supply Store","","","","","Jefferson Farmers' Supply Store","J"
"434","Mannie Hait's Neighborhood","","","","","","","<p>In both ""Mule in the Yard"" and <em>The Town</em> the people in the other houses along the paved street that runs past Mannie Hait's house watch the chase for the mule ""from behind adjacent window curtains and porches"" (254, 246).  Once the house catches fire, Mrs. Hait and Old Het become spectators too, watching the house burn down sitting from across the street, sitting in rocking chairs on a neighbor's front porch (258, 252).</p>
","Mannie Hait's Neighborhood","","","","","Mannie Hait's Neighborhood","J"
"435","Jefferson Grocery Store","","","","","","","<p>The representation of retail business in Faulkner's Jefferson occasionally acknowledges or overtly reflects the economic and racial stratifications that are a social fact of the town.  In ""Uncle Willy,"" at least, Willy Christian's seedy drugstore explicitly serves customers whom the white narrator of that story calls ""country people"" and ""niggers"" (226) - until a new clerk cleans it up enough to attract a ""new town trade"" among the white middle class (233).  In <em>The Sound and the Fury</em> Jason Compson thinks about the white man in Jefferson who ""made a lot of money selling rotten goods to niggers"" (194).  The six grocery stores in this entry seem to belong in the same category.  In ""Mule in the Yard"" I.O. Snopes is accosted by Old Het ""before a cheap grocery store"" that seems to be patronized by ""Negroes"" (259).  The narrator of <em>Intruder in the Dust</em> describes the store Mr. Lilley owns as ""a small shabby street grocery whose customers were mostly Negroes""; Gavin Stevens mentions that the store sells them chewing gum, bluing, bananas, sardines, shoelaces, hair straightener, meat, candy, lard - presumably among other 'goods' (47).  In ""Uncle Willy,"" ""Sonny Barger's store"" in the Negro district of Jefferson seems to be as seedy a place as Willy's drugstore (234).  Gail Hightower in <em>Light in August</em> does his ""semiweekly marketing"" in an ""odorous and cluttered"" store, with ""flyspecked tins"" of food on its ""dingy shelves"" (308, 309).  In ""Centaur in Brass"" Flem Snopes spends ""two or three nights a week"" sitting by the stove in a ""smelly, third-rate grocery"" (152).  It's less clear that the ""grocer's"" where Jason Compson's ""friend from Memphis"" buys food every weekend belongs in this category, but if we assume that she is probably a prostitute, it seems more likely than not.  We can also assume that these kinds of businesses are on the edges rather than in the center of town.  Like the store in Jason's anecdote, it's likely that they are owned by whites.</p>
","Jefferson Grocery Store","","","","","Jefferson Grocery Store","J"
"436","Ravine Ditch behind Spilmer's ","","","","","","","<p>Jefferson is built upon a plateau, and at some points on the edges of the town the land drops down quite steeply.  Presumably the ""ravine ditch behind Spilmer's"" in ""Mule in the Yard"" and <em>The Town</em> is at one of those points  (262, 264).  The texts do not say who or what ""Spilmer's"" is, but the ditch is close enough to Mrs. Hait's property for her to walk there with the mule and at the same time probably far enough away to shield her from the smell of carrion after she gets back.</p>
","Ravine Ditch behind Spilmer's ","","","","","Ravine Ditch behind Spilmer's ","NW"
"438","Woods where Quentin and Versh Hunt ","","","","","","","<p>While walking on the streets of Boston, Massachusetts, in <em>The Sound and the Fury</em> Quentin Compson remembers sitting ""on the dry leaves that whispered a little with the slow respiration of our waiting"" while hunting possums at night in the woods with Versh and Louis Hatcher (115).</p>
","Woods where Quentin and Versh Hunt ","","","","","Woods where Quentin and Versh Hunt ","NE"
"439","Mississippi State Insane Asylum (Jackson)","","","","","","","<p>Historically, the Mississippi State Insane Asylum was opened in Jackson in 1855, and operated there until 1935.  In Faulkner's fictions it is simply referred to as ""the asylum"" or ""Jackson"" - or, by Ratliff in ""A Bear Hunt,"" ""the Jackson a-sylum"" (75).  Two of Faulkner's most memorable characters are committed there: Benjy Compson and Darl Bundren. That his brother Benjy hasn't been shipped off to Jackson is one of Jason Compson's persistent grievances in <em>The Sound and the Fury</em>; when Faulkner wrote the ""Appendix"" to the novel about fifteen years later, he revealed that after their mother's death Jason had his way - though about a dozen years after that, in <em>The Mansion</em>, he complicated the story by revealing that Mrs. Compson's cried so much after Benjy was committed that Jason agreed to bring ""Benjy back home"" - though that doesn't provide the story with a happy ending.  At the end of <em>As I Lay Dying</em> Darl Bundren is forcibly restrained and taken by agents of the state to Jackson.  The youngest Bundren, Vardaman, keeps repeating variations on ""Darl he went to Jackson,"" as if the repetition could explain it (249-52).  Cash Bundren wonders if it isn't ""better so for"" his brother (261), but given the way Darl's last section in the novel ends, with him either in the asylum or imagining himself there - ""in a cage in Jackson where, his grimed hands lying light in the quiet interstices, looking out he foams"" (254) - there's certainly no happy ending here either.  The other character who ends up there is Henry Armstid, in <em>The Town</em>, after falling victim to one of Flem Snopes' schemes (in <em>The Hamlet</em>).  Mink Snopes does not go to Jackson in <em>The Mansion</em>, though that's where his lawyer argues he belongs.  And in a confusing but intriguing passage in ""Skirmish at Sartoris"" as a short story and a chapter in <em>Go Down, Moses</em>, it seems possible that one of Benjy's ancestors, a husband of ""Mrs. Compson,"" was sent there too; according to Bayard Sartoris' narrative he was ""locked up for crazy"" though we don't know where (62, 193).  Ratliff mentions ""Jackson"" because of the ""wild"" look on Luke Provine's face, a reference that suggests how common 'going to Jackson' was among Faulkner's people as a kind of synonym for 'crazy.'  But in the fictions Faulkner's use of 'Jackson' suggests how porous is the distinction between 'sanity' and 'madness.'</p>
","Mississippi State Insane Asylum (Jackson)","","","","","Mississippi State Insane Asylum (Jackson)","R"
"440","Beard's Lot","","","","","","","<p>In <em>The Sound and the Fury</em> ""Beard's lot"" is the location where the ""show"" that visits Jefferson on Easter weekend sets up (15).  The closest the narrative gets to the show is when Jason Compson drives his niece to school and sees the show people ""putting up the tent"" (188), but Job and Luster and a large number of country people go to see it, and the sound of the band playing in the tent (230 etc.) provides a kind of (largely unheard) sound track to the afternoon Jefferson events in Jason's section. The Beard family owns a boarding house and a grist mill in Faulkner's previous novel, <em>Flags in the Dust</em>; see the entry for Beard Hotel in this index.</p>
","Beard's Lot","","","","","Beard's Lot","J"
"441","Jefferson School","","","","","","","<p>It is not possible to get Faulkner's representation of the public school system in Jefferson into a clear and consistent focus.  A pair of texts acknowledge the reality of Jim Crow segregation, and distinguish the ""Negro"" school from the ""white"" one, and a few more establish the existence of a separate ""high school"" for older public school students - both these categories have their own Locations in our database.  This entry includes the schools that are neither ""Negro"" nor exclusively ""high,"" though the earliest such examples reveal the difficulty of trying to sort Faulkner's fiction into specific data fields.  In <em>The Sound and the Fury</em> Quentin remembers a shameful moment from his own school days, when he's too preoccupied to realize that the teacher is asking him a question.  The question Miss Laura is asking - ""who discovered the Mississippi River?"" (88) - suggests what we would call middle school, though in Faulkner's world the all the grades before high school were aggregated in what was called 'grammar school.'  Quentin's namesake in the novel, however, Caddie's 17-year-old daughter Quentin, is clearly in high school.  But when Jason takes her there on Friday morning, he refers to ""the school house,"" as if there were a single school building for all the town's children (188) - on that basis we assume there is one 'school' as a Location in this novel.  In ""Hair,"" on the other hand, the narrative explicitly states that Susan Reed attends school in Jefferson <em>until</em> she reaches adolescence, so there's no question that she's in grammar school when she walks past the barbershop ""each morning and afternoon"" (132).  Yet the story's reference to a ""high-school"" boy suggests again that all the grades, from elementary through high school, are taught in one ""building"" (135). Although the idea of a ""consolidated"" school - like the one in Frenchman's Bend the narrator of ""Two Soldiers"" attends - cannot be ruled out in the other three texts that refer to schools, those texts involve children of grammar school age (""Miss Zilphia Gant,"" ""Uncle Willy"") or who are in grammar school despite being older.  That's the endearing case with Wallstreet Panic Snopes in <em>The Town</em>, who is twelve when he enters ""kindergarten"" along with his 6-year-old brother (153) and proposes to his second-grade teacher in her classroom, the ""empty room itself smelling of chalk and anguished cerebration and the dry inflexibility of facts"" (153).  This empty classroom, along with the scene of Quentin's discomfiture, are among the very few times Faulkner's imagination ever goes <em>inside</em> Jefferson's schools.</p>
","Jefferson School","","","","","Jefferson School","J"
"442","Jefferson Post Office","","","","","","","<p>For most of Faulkner's career the Oxford post office was the portal through which he sent off manuscripts to agents, editors and publishers 1100 miles away in New York, and where he received back rejections, acceptances, royalties and advances.  The Jefferson post office, on the other hand, plays a much less significant role in the fictions that refer to it.  In ""A Rose for Emily"" the narrator mentions that sometime before 1920 ""the town got free postal delivery"" at home (128), though it is well after that date that, for example, that Jason Compson stops at the ""postoffice"" to get the mail (<em>The Sound and the Fury</em>, 189).  <em>The Mansion</em>, which spans much of the first half of the 20th century, briefly notes how progress effects the postal system.  In an event set around 1910, it describes ""the small lot behind the postoffice where the RFD carriers' buckboards would stand until the carriers came out the back door with the bags of mail"" (41); RFD - Rural Free Delivery to people living in places like the Yoknapatawpha countryside - began in the late 19th century, though horse- or mule-drawn ""buckboards"" were replaced by trucks and cars in most rural areas by the 1920s.  It's how the Griers receive the official notification of their older son's death in World War II.  In the summer of 1923 Monty Snopes mentions another sign of progress: the ""cancelling machine inside the Jefferson postoffice"" - though what Monty is thinking about is the federal statute against sending pornography through the mail and the pornographic photo in the envelope with the return address of his ""Atelier Monty"" on it (76).  That is one of the more memorable things that pass through Jefferson's post office.  The mail Jason picks up includes a poignant letter from Caddy, who can only communicate with her daughter through the mails; a note from his Memphis mistress that he promptly burns; and a grandiloquent request for money from Uncle Maury.  In ""Miss Zilphia Gant"" Zilphia visits the post office once a week to get the reports from the Memphis detective agency that's keeping track of her former husband.  But mostly the fictions describe the post office as one of the places in Jefferson where the local men hang around.</p>
","Jefferson Post Office","","","","","Jefferson Post Office","J"
"445","Jefferson Opera House","","","","","","","<p>There are no operas performed in the Yoknapatawpha fictions.  Jefferson does have an ""opera house"" - but in <em>The Reivers</em> the narrator describes what kinds of entertainments were staged in it: ""balls or minstrel or drama shows"" (8).  Many places across America used 'opera house' as a kind of euphemism.  Until into the 20th century there was often a religious prejudice against play-acting and many other forms of live entertainment, but 'operas' sounded culturally more respectable.  No one demanded opera houses put on operas, and based on the evidence only certain plays were likely to be protested.  (Although Quentin Compson refers, for example, to the ""regular Uncle Tom's cabin outfit"" that Deacon wears, the dramatizations of Stowe's novel, though widely popular across most of the U.S., were very seldom performed in the Deep South, 97).  By the late 1920s, movies had closed or taken over a lot of small town playhouses.  In <em>The Sound and the Fury</em> Jefferson's ""old opera house"" is apparently no longer in use at all; it is where ""a lot of papers and junk out of the old Merchants' and Farmer's Bank"" is stored (216).  In <em>The Town</em> (as also noted in <em>The Mansion</em>) the opera house is where the Cotillion Ball is held (75), with such disastrous consequences for Gavin Stevens.</p>
","Jefferson Opera House","","","","","Jefferson Opera House","J"
"449","The Forks","","","","","","","<p>Jason Compson calls this place, where the road out of Jefferson branches into two, ""the forks"" when he has to stop there and ask a man which of the roads was taken by the Ford carrying his niece and the man in the red tie (<em>The Sound and the Fury</em>, 238). Lucius Priest calls it ""the fork"" when, at the other end of Faulkner's career, he explains how the road that branches off northeast toward the Edmonds' plantation goes ""in the wrong direction"" from Memphis (<em>The Reivers</em>, 59).</p>
","The Forks","","","","","The Forks","NE"
"451","Ab Russell's Farm","","","","","","","<p>In <em>The Sound and the Fury</em> Jason follows the Ford with Miss Quentin in it from Jefferson to Ab Russell's farm, which he says is ""about five miles"" out of town (242).  He sees Ab in his lot before spotting the empty Ford behind the barn.  Ab's field is one of the few in Yoknapatawpha that have already been plowed; crossing it gives Jason a headache and confirms his belief in his status as a victim.  This is as far as he gets from the Compson house all day, and is probably what he is referring to when back in town he says ""I was within sixty-seven miles of [Memphis] once this afternoon"" (245).</p>
","Ab Russell's Farm","","","","","Ab Russell's Farm","NE"
"453","Jefferson Methodist Church","","","","","","","<p>Methodists built one of the earliest churches in Jefferson: it's already there in 1838 when Thomas Sutpen and Ellen Coldfield get married in it in <em>Absalom, Absalom!</em>.  Ellen's father, Goodhue Coldfield, is a ""steward"" in this church (11).  Thirty years later, Judith Sutpen wants her father's funeral to be held in ""that same Methodist church in town where he had married her mother"" (151) - but that design falls through when the wagon carrying his corpse there overturns.  That phrase ""in town"" means that this is not the church in the county ""which Sutpen rode fast to,"" to quote the caption on Faulkner's map.  There's no way, however, to know if Faulkner imagined it as the same Methodist church that Jason Compson is referring to in <em>The Sound and the Fury</em> - that is, earlier in Faulkner's career, but much later in Yoknapatawpha history: the ""sun was down beyond the Methodist church now, and the pigeons were flying back and forth around the steeple"" (247).</p>
","Jefferson Methodist Church","","","","","Jefferson Methodist Church","J"
"454","Nicarauga","","","","","","","<p>Nicaragua (spelled ""Nicarauga"" in <em>The Sound and the Fury</em>) is a country in Central America bordered by Honduras and Costa Rica.  It was occupied by U.S. military forces between 1912 and 1933 - which is another item on the list of things that make Jason Compson mad.</p>
","Nicarauga","","","","","Nicarauga","W"
"455","The Delta","","","","","","","<p>The ""Delta"" is a 7000-square-mile alluvial flood plain in Mississippi, lying between the Mississippi and Yazoo Rivers. Its economy has traditionally been dominated by cotton farming.  During the years covered by the Yoknapatawpha fictions it frequently flooded, a possibility that is on Jason Compson's mind in <em>The Sound and the Fury</em> as he thinks about his speculation in the cotton market.  The Delta is the home to Parchman Penitentiary, which has its own entry in this index; but worth mentioning here is Mink Snopes' description when he sees the Delta for the first time while being taken to prison: a ""vast flat alluvial swamp of cypress and gum and brake and thicket lurked with bear and deer and panthers and snakes, out of which man was still hewing savagely and violently the rich ragged fields in which cotton stalks grew ranker and taller than a man on a horse"" (53).  When Jason remarks to the deputy accompanying him that ""It dont look healthy,"" the man replies ""It aint intended to be"" (53).  At the end of ""Delta Autumn,"" Ike McCaslin diagnoses a still deeper unhealthiness in ""this Delta"": greed and miscegenation, ""usury and mortgage and bankruptcy and measureless wealth, Chinese and African and Aryan and Jew, all breed and spawn together"" (""Delta Autumn,"" 279; <em>Go Down, Moses</em>, 346).  Like ""Delta Autumn,"" the hunting story ""Race at Morning"" takes place in the Delta; its sixteen Delta locations have separate entries in the index.</p>
","The Delta","","","","","The Delta","R"
"458","Cambridge Inset: Town Center","","","","","","","<p>To get to the bridge in <em>The Sound and the Fury</em> where he will commit suicide later, Quentin takes an ""interurban"" train to an unidentified town or small city some miles from Cambridge (105).  The train follows a route parallel to the Charles River; the text does not say in which direction, east or west, but because the landscape he finds when he decides to get off the train is more rural - ""the road went into the trees,"" for example (112) - it seems most likely that imaginatively, Faulkner located this second town to the west of Harvard.  The specific sites included in this Location are: the street with ""white houses"" and ""picket fences"" where the boy in a ""white shirt"" climbs up a tree (123); the bakery where Quentin purchases two buns, and encounters the little immigrant girl whom he calls ""sister"" (125); the drugstore nearby where he buys ice cream for her; the several places he visits briefly while looking for her home, i.e. an unspecified ""store"" (129), the livery stable (130), the ""postoffice"" (130) and the train station (131); and finally the shabby magistrate's office in the ""one storey building of brick trimmed with white"" to which he is taken by the marshal (142).</p>
","Cambridge Inset: Town Center","","","","","Cambridge Inset: Town Center","N"
"461","Cabin of Sutpen's Nearest Neighbor","","","","","","","<p>Sutpen's ""nearest neighbor,"" from whom Wash has to borrow a wagon whenever Sutpen himself is too drunk to walk back to his plantation house from his store, lives a mile away from Sutpen's Hundred (<em>Absalom, Absalom!</em>, 540).  That distance suggests that this northwestern part of Yoknapatawpha is still sparsely populated after the Civil War.</p>
","Cabin of Sutpen's Nearest Neighbor","","","","","Cabin of Sutpen's Nearest Neighbor","NW"
"462","Midwife|Dicey's Cabin","","","","","","","<p>In both ""Wash"" and <em>Absalom!</em>, the ""old Negro"" midwife who deliver's Milly's baby lives three miles from the fishing camp where the birth takes place (535, 230).  In the novel she is unnamed, but in the short story her name is Dicey.</p>
","Midwife|Dicey's Cabin","","","","","Midwife|Dicey's Cabin","NW"
"463","Sheriff Hampton's House","","","","","","","<p>In <em>Intruder in the Dust</em> Sheriff Hoke Hampton is ""a countryman"" who owns the house and farm in the county where he was born, but during his terms in office he lives in town in a rented house (105).  Judging by the details the narrative provides, it is a modest residence.  The dining room is ""linoleum-floored,"" and its furniture ""rented Grand Rapids mission""; cooking is done on a woodstove in the kitchen (106).  In <em>The Town</em> the Sheriff's name is Hope Hampton, and his house is only mentioned, not described.</p>
","Sheriff Hampton's House","","","","","Sheriff Hampton's House","J"
"464","Bay St. Louis, Mississippi","","","","","","","<p>Bay St. Louis is a real town on Mississippi's Gulf Coast.  In 1905, when it's mentioned in <em>The Reivers</em>, its population would have been about 3,000.  The young Lucius Priest asks Boon if he ""knows the difference between Bay St. Louis and Mobile"" (44).  Mobile is in Alabama, not Mississippi, but he might also be thinking about the difference between a resort town like Bay St. Louis and a major port city - about 40,000 people lived in Mobile in 1905.  Lucius' mother's Lessep parents live, and his grandfather dies, in Bay St. Louis.</p>
","Bay St. Louis, Mississippi","","","","","Bay St. Louis, Mississippi","R"
"465","Parsham: Schoolhouse Shed","","","","","","","<p>Since Parsham is to small to include a jail and the sheriff's office in Hardwick is thirteen miles away, prisoners who have to be confined locally are locked inside ""the woodshed behind the schoolhouse"" (<em>The Reivers</em>, 243).</p>
","Parsham: Schoolhouse Shed","","","","","Parsham: Schoolhouse Shed","R"
"466","Parsham: Linscomb's Stables","","","","","","","<p>In <em>The Reivers</em> Lucius Priest compares Colonel Linscomb's private stable in Parsham to his father's commercial stable in Jefferson with a kind of awe: it ""was as big as our dedicated-to-a-little-profit livery one in Jefferson and a good deal cleaner"" (220).  It includes a tack room and an office.  Since Lucius later refers to the Colonel's ""stables,"" this may not the only one he owns (274).</p>
","Parsham: Linscomb's Stables","","","","","Parsham: Linscomb's Stables","R"
"467","Parsham: Fishing Hole","","","","","","","<p>""Mary's hole,"" as Uncle Parsham Hood calls the place where he takes Lucius Priest to fish in <em>The Reivers</em>, is surrounded by ""blackberry thickets"" and ""willows"" (242). There is ""even a log to sit on"" (242).  Mary is Hood's daughter.</p>
","Parsham: Fishing Hole","","","","","Parsham: Fishing Hole","R"
"468","New Hunting Camp","","","","","","","<p>After Sam Fathers' death, Major de Spain sells the ""Big Bottom"" - the camp and the hunting ground around it in northwest Yoknapatawpha that he purchased from Thomas Sutpen - to a lumber company.  The next time the men from Jefferson put together a hunting party, they camp in a new place where they ""live in tents""; it is ""two days"" by wagon ""and almost forty miles"" further than the old camp - this is according to <em>Go Down, Moses</em> (301), which makes it clear that De Spain never goes with them to the new camp.  On the other hand, in <em>The Reivers</em> the ""new camp"" is built by Major de Spain, and twenty miles further from Jefferson than his original one (19).  Ironically, in this novel the camp is reached by the ""narrow-gauge railroad"" built by ""the northern lumber company"" that is cutting down the wilderness.  By 1925, Lucius tells his grandson, ""we could already see the doom"" of this hunting ground (19).  They can hear it, too, in the ""sound of axes and saws"" around the camp, ""where a year ago there had only been the voices of running hounds"" (19).  ""By 1940"" this camp is gone, along with the woods around it (19).</p>
","New Hunting Camp","","","","","New Hunting Camp","R"
"469","Stable where Slave Is Kept","","","","","","","<p>The ""stable"" where the unnamed slave in ""Red Leaves"" was kept when he had ""just come to America"" could be anywhere along the southeastern coast, but Savannah was a major entry point for captured and enslaved Africans, so we have chosen to locate it there (330).</p>
","Stable where Slave Is Kept","","","","","Stable where Slave Is Kept","N"
"472","Spring on Chickasaw Plantation","","","","","","","<p>In ""A Courtship"" the Chickasaws get their water from a ""spring"" somewhere on the Indians' plantation (362).</p>
","Spring on Chickasaw Plantation","","","","","Spring on Chickasaw Plantation","NW"
"473","Bathing Place in River","","","","","","","<p>In ""A Courtship"" the Chickasaw ""girls and women"" go to the river ""to wash"" themselves (362).  It's a curious aspect of the landscape in the fictions that only female characters wash in the rivers or branches of Yoknapatawpha.  When Caddy Compson (in <em>The Sound and the Fury</em>) and Narcissa Benbow Sartoris (in ""There Was a Queen"") go down to the water, they seem to be self-consciously performing a symbolic act, trying to purify themselves.  There is no hint of such overtones in the reference to washing in ""A Courtship.""</p>
","Bathing Place in River","","","","","Bathing Place in River","NW"
"474","Bridge over Creek near Jefferson","","","","","","","<p>When Quentin Compson confronts Dalton Ames in town, at Ames' suggestion they agree to meet later at ""that bridge over the creek in there back of"" - at that point Quentin interrupts him, so we can't be sure what place he was going to mention (158). It's close enough to the Compson house for Quentin to walk (or rather, ""run"") there (159).  When they do meet, the bridge is ""in the woods"" (159).  This happens in <em>The Sound and the Fury</em>, which Faulkner wrote in 1929.  It was over two decades later that he wrote <em>Requiem for a Nun</em>, with the prose sections that trace much of the early history of Jefferson and Yoknapatawpha.  There's no way to know if Faulkner remembered Quentin and Ames' encounter when he describes ""the creek in Compson's pasture"" (33).  It is mentioned twice in that novel.  First, as the place where Grenier and Sutpen ""set up camps"" for the slaves they have brought to town to help build the courthouse (33).  At some later point a bridge is built over the creek - now referred to as ""Compson's creek"" - and at this spot the Chickasaws who are coming to the store stop to ""bathe their legs and feet"" before putting on their ""pants and shoes"" (173).  It's a speculation to suggest that these two bridges occupy the same place - on the map of Yoknapatawpha or in the imagination of the creator of Yoknapatawpha.  But as long as we acknowledge that, it's interesting to think about building a bridge between these events.</p>
","Bridge over Creek near Jefferson","","","","","Bridge over Creek near Jefferson","SE"
"475","Road to Burden Place","","","","","","","<p>To get to the house where Joanna Burden lives in <em>Light in August</em> you take the road that goes due west from Jefferson  for two miles.  According to the novel, it is ""not a gravelled road"" - i.e. it is a dirt road - ""though it looks to be fairly well used"" (226).  On both the maps of Yoknapatawpha that Faulkner himself drew, this appears as one of the main 'spokes' that radiate out from the 'hub' at Jefferson, but Faulkner almost never does use it in his fictions.    Joe Christmas walks through the woods alongside it when he travels back and forth between town and the Burden place.  As I put together this index of locations, thinking about how Faulkner uses space, I'm tempted to say that Faulkner brings this seldom used road into the narrative here to reinforce Joanna's estrangement from the rest of Yoknapatawpha - just as it's tempting to suggest that Joe's journey through the county, which begins when he walks down this road (226-28) and climaxes three years later with his apparently aimless but thematically circular flight across county's the southwest quadrant, another part of the terrain that Faulkner's imagination seldom visits, takes place where it does so that the strange setting can intensify the estrangement of Joe's existence.</p>
","Road to Burden Place","","","","","Road to Burden Place","NW"
"479","Cotton House where Joe Christmas Rests","","","","","","","<p>A ""cottonhouse"" or ""cotton house"" - it is spelled both ways in <em>Light in August</em> (328, 329) - is a small outbuilding in or beside a field, where picked cotton can be stored before it's taken to the gin   It is typically empty except during the fall cotton harvest.  Joe Christmas might have spent a night inside this one during his flight; in any case it is ""right by"" the cotton house that he exchanges shoes a ""negro woman"" (329).</p>
","Cotton House where Joe Christmas Rests","","","","","Cotton House where Joe Christmas Rests","SW"
