"nid","family_name","family_key","text","sort_name","display_name","note","tree"
"19768","<a href=""/content/sartorissinbb"">SartorissInBB</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>""Colonel Sartoris"" in this short story are the given names of its protagonist, Colonel Sartoris (Sarty) Snopes.  What that incongruous name suggests to the Justice trying Sarty's father as a barn burner is actually ennobling: ""I reckon anybody named for Colonel Sartoris in this country can't help but tell the truth"" (4).  That is a good reminder of the status ""Sartoris"" has in the collective Yoknapatawpha mind.  What Faulkner intended by linking the aristocratic Sartorises whom he celebrated with the poor white Snopeses whom, as a quasi-species, he execrated, is a good question to ponder.  Sarty himself certainly stands out from the other Snopeses in this story as a thoroughly honest and decent human being.</p>
","Sartorises in Barn Burning","""Barn Burning""","",""
"19672","<a href=""/content/sartorissinfd"">SartorissInFD</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>For his first published Yoknapatawpha fiction Faulkner drew deeply on his own family's history, in particular the figure of his great-grandfather Colonel William Falkner (the novelist added the 'u' to his last name in his twenties) .  Falkner's statue (in Ripley, Mississippi) is at least as grand as the marble representation of Colonel John Sartoris that looms over both the town cemetery and the lives of his descendants.  Like Colonel John, Colonel William was a plantation aristocrat, a Confederate officer demoted by his regiment, a railroad builder shot by a former partner - and also, in a part of his biography his great-grandson leaves out of his fictional recreation, a best-selling novelist.  It is safe to say that of all Yoknapatawpha's recurring families, the Sartorises were the ones that Faulkner himself was most personally invested in; as is the case for the younger Sartorises, working out the terms of his relationship to the memory of the Colonel was not easy, psychologically or morally, which partly explains why Colonel Sartoris appears so frequently in his texts.  On the first page of this novel he is both long gone, and ""a far more palpable presence"" then either of the two living men in the scene (3).</p>
<p>As a Lost Generation writer, however, Faulkner uses the Sartoris family in this novel chiefly to represent the greatness of the Southern past and the bleakness of the modern present.  That so many Sartoris men are named either John or Bayard simultaneously binds the past and present together, and drives home the idea that, if the names endure, so much else has been lost - especially in the two wars that frame the story: the Civil War, where the first Bayard was killed, and the Great War (as World War I was originally called, apparently without any ironic intent), where the last John died.  Altogether twenty Sartorises appear in the text.  Curiously, it has the least to say about the generation that Faulkner's parents belonged to, the first generation born after the South's surrender.  Nor do any of the later texts tell their story.   By the end of the novel all the adult Sartoris males are dead.  At the end of the novel, on the other hand, the last Bayard's widow gives birth to a son, whom she names in a way that tries to exorcise the family's ""ghosts of glamourous and old disastrous things"" and provide some kind of future (403).  Faulkner will go on to write more than two dozen stories and novels with Sartorises in them, but as one might expect, his imagination will have trouble imagining <em>that</em>.</p>
","Sartorises in Flags in the Dust","Flags in the Dust","",""
"19770","<a href=""/content/sartorissingdm"">SartorissInGDM</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>The main male line of the Sartoris family is represented in this novel by three generations and in two specific contexts.   There is a brief account of one of Colonel John's Civil War exploits (a raid on a Union Army headquarters that recalls the derring-do of John's brother Bayard in <em>Flags in the Dust</em>).  And ""Mr Bayard Sartoris and his son"" are among the townsmen who visit the hunting camp to witness the annual hunt for The Bear (223).  His unnamed son is presumably John, the father of Young Bayard and Johnny, the doomed aviators in several other fictions; this intermediate ""John"" is mentioned in only two other texts, and this is the closest he comes to actually appearing in person.</p>
","Sartorises in Go Down, Moses (novel)","Go Down, Moses","",""
"19769","<a href=""/content/sartorissinh"">SartorissInH</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>Three members of the Sartoris family - four, if we count Ringo, though the novel never names him - cross paths with the saga of the Snopes three decades before the main events of the novel.  Ab Snopes' limp is apparently the result of being shot during the Civil War by Colonel John Sartoris ""for trying to steal his clay-bank riding stallion during the [Civil] War"" (18); however, later in the text the narrator says Ab was shot by ""somebody that never even owned the horses"" Ab was trying to steal (32).  The Colonel's mother-in-law, Rosa Millard, is killed after becoming involved with Ab in what Ratliff calls their ""horse- and mule-partnership"" (32).  After this, ""Colonel's boy Bayard and Uncle Buck McCaslin and a nigger"" avenge Rosa's death by doing ""something"" violent to Ab ""in the woods"" (32).  And after this, Ratliff adds, ""Ab had to withdraw his allegiance to the Sartorises""; he goes into hiding in Yoknapatawpha's hills while the Colonel ""builds his railroad"" (32).</p>
","Sartorises in The Hamlet","The Hamlet","",""
"19675","<a href=""/content/sartorissinkgb"">SartorissInKGB</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>In the last story of <em>Knight's Gambit</em>, also called ""Knight's Gambit,"" the last-born Sartoris makes the family's final appearance, chronologically, when Charles Mallison notes that in the early days of World War II Benbow Sartoris is ""already in England"" on a ""hush hush"" mission for the Army (251).  Nothing more is said about the mission, but by serving in the military, Benbow carries on a Sartoris family tradition: his father and four other ancestors fought in three previous wars.</p>
","Sartorises in Knight's Gambit","""Knight's Gambit""","",""
"19759","<a href=""/content/sartorissinla"">SartorissInLA</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>In this novel Faulkner re-tells the story about ""Colonel Sartoris"" killing two ""carpetbaggers"" who were organizing emancipated slaves to vote.  He first told it in <em>Flags in the Dust</em>, where the men he killed were not given names.  This version of the story acknowledges that Sartoris' act makes him ""a town hero""; here, however, they are identified as Calvin Burden I and II, and the event is told from the point of view of Joanna Burden, granddaughter and half-sister of the murdered men.  She describes them as ""an old onearmed man and a boy who had never even cast his first vote"" (249), which certainly diminishes the Colonel's ""heroism.""</p>
","Sartorises in Light in August","Light in August","",""
"19676","<a href=""/content/sartorissinm"">SartorissInM</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>Although the Sartorises are minor characters in this novel, which is about Snopeses and largely narrated by Stevenses, Faulkner acknowledges the family's status in the Yoknapatawpha fictions when Maggie (Stevens) Mallison tells her son Charles that ""Sartorises are different from other people"" (211).  Actually, in this novel they're a bit different than they are in earlier texts.  Bayard II is never referred to except as ""Colonel Sartoris,"" but Faulkner had already used the same convention in <em>The Town</em> (in this novel he adds a new phrase, referring to Bayard's father John as ""the original Colonel Sartoris,"" 446).  The significant differences involve the family history, and especially the tone with which it is narrated.  ""Mrs Du Pre,"" for example, is credited with deliberately arranging Bayard III's marriage to Narcissa Benbow.  ""Colonel Sartoris"" (i.e. Bayard II) figures mainly as the original founder and president of the bank that Flem Snopes takes over, but the tone with which his death is described is surprisingly sarcastic - he ""lets his grandson run the automobile off into a ditch"" (150).  The most striking difference, however, concerns the treatment of Bayard III.  In the several representations of him and his twin brother John in World War I, there is no hint of the way he was earlier characterized as a tragic member of of the Lost Generation (see <em>Flags in the Dust</em>, for example).  Instead, in a somewhat lengthy passage in the middle of this novel, Charles recounts what his uncle Gavin and his mother each say about Bayard: Gavin, that his problem was ""boredom"" (210), and Maggie, that he was afraid of his own weakness, ""that completely un-Sartoris-like capacity for shame "" (211).  The passage includes an interesting analysis of Bayard's place in the family as a twin, but as Faulkner's final words on the person to whom Mrs. Du Pre refers as ""the last Sartoris Mohican"" (210), it implicitly renounces the idea of the family's romantic doom.</p>
","Sartorises in The Mansion","The Mansion","",""
"19771","<a href=""/content/sartorissinmgm"">SartorissInMGM</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>This eighth story about the Sartoris family during the Civil War, written half a dozen years after the others were collected into <em>The Unvanquished</em>, is like the rest narrated by Bayard.  His father, Colonel John, appears several times, but the Sartoris men are both overshadowed by John's mother-in-law, Rosa, who not only runs the plantation while John at war, but gives orders to a Confederate General - though the field on which she fights is marital rather than martial.  John and Bayard are the most frequently recurring characters in the fictions (the father appears or is metioned in 22 texts; his son in 18).  Rosa appears or is mentioned in 10.  But this story also mentions John's mother and his first wife, who never appear in the fictions directly and are only mentioned (though never named) in 3 and 4, respectively.  The references to them here don't add any new facts about them as people, or about their role in the family; instead, the story's use of them can be called artifactual - John's ""Carolina"" mother is represented by a medallion (670) and his wife (Bayard's ""Mother,"" 698) by the wedding dress that her mother and she each wore before it is worn a third time by a cousin at the story's end.  The story is both a romance, and a send-up of romances with ""ladies looking out windows and playing on something [like dulcimers] while somebody else was off somewhere fighting"" (695), and the comedy depends upon juxtaposing war with the genteel repression of life's grittier elements, like 'backhouses' - i.e. privies.  In this context, the role of the Sartoris family is basically to provide the setting.</p>
","Sartorises in My Grandmother Millard","""My Grandmother Millard""","",""
"19774","<a href=""/content/sartorissinr"">SartorissInR</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>The founding Sartoris father and his son appear in Faulkner's last novel in two very different ways.  The brief mention of the father, John, reads like an inscription on a statue, though admittedly some of the achievements are dubious: ""the actual colonel, C.S.A. - soldier, statesman, politician, duelist . . . murderer"" (72-73).  This list doesn't include the railroad he ""built . . . in the mid-seventies,"" but that too is mentioned in the novel (73).  The narrative devotes quite a few more words to the son, ""Colonel Sartoris,"" noting in passing that <em>his</em> military rank is merely a ""courtesy title"" (72), but essentially reduces him to the fusty mayor to tried to ban automobiles from Jefferson ""even before they got there"" (30).</p>
","Sartorises in The Reivers","The Reivers","",""
"19762","<a href=""/content/sartorissinrai"">SartorissInRAI</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>Only Granny and Bayard appear in this third story in the series that began with ""Ambuscade,"" though Colonel John is mentioned by Granny as if the name Sartoris itself were a password.   The story of a journey into Tennessee and back again begins in a world defined by loss - the Yankees have burned the family's home and confiscated the family silver, many of the slaves have emancipated themselves by following the Union Army away, the larger Southern landscape has been turned into a kind of wasteland - but thanks to Granny's indomitable spirit, she and Bayard return to ""Sartoris"" having won a kind of victory.</p>
","Sartorises in Raid","""Raid""","",""
"19756","<a href=""/content/sartorissinre"">SartorissInRE</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>Again the only Sartoris to appear in this Yoknapatawpha fiction is referred to as ""Colonel Sartoris"" - but this is John Sartoris' son Bayard rather than the actual ""Colonel"" (119).  Colonel John Sartoris had been dead for about two decades when, as ""mayor"" of Jefferson, this ""Colonel Sartoris"" remitted Emily Grierson's taxes in 1894.  Bayard Sartoris did not fight in the Civil War, but he will often be referred to as ""Colonel Sartoris"" in the fictions, as if his father's rank in the (defeated and disbanded) Confederate army was something he inherited, the way European aristocrats inherit their titles.  It is another way in which reading Faulkner can be challenging, but it also firmly connects the older Sartorises with Old South and its aristocratic culture; Bayard isn't even called ""Mayor Sartoris,"" as if an elected position were not as prestigious as an honorary inherited rank.  (Faulkner's narrators will refer to John's son only as ""Colonel Sartoris"" again in the final volumes of the Snopes trilogy.)</p>
","Sartorises in A Rose for Emily","""A Rose for Emily""","",""
"19761","<a href=""/content/sartorissinret"">SartorissInRET</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>In this sequel to ""Ambuscade,"" Bayard describes both the grit displayed by his Granny (Rosa Millard) and the valor of his father (Colonel John Sartoris) in unambiguous terms.  She is determined to get to Memphis even if it means encountering Yankee troops.  The Colonel does encounter a troop of Yankees, and while Bayard watches, captures them single-handedly.  Before the end of the story, the Colonel has had to retreat from a different set of Union troops; this episode repeats an event in <em>Flags in the Dust</em>, though Faulkner revisions in the Colonel's actions makes even the way he rides off theatrically heroic.</p>
","Sartorises in Retreat","""Retreat""","",""
"19773","<a href=""/content/sartorissinrq"">SartorissInRQ</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>In the prose sections of this novel, four members of the Sartoris family appear as part of the larger history of Yoknapatawpha, though always in summary fashion.  John plays the largest role in that story, as the narrative ticks off a series of events that define his public significance: his arrival and leadership in re-building the courthouse, his raising of the regiment and service in the Civil War, his construction of the railroad.  John's son is ""the banker Bayard Sartoris"" (190), whose story is defined by the irony that although he passed that law banning automobiles in Jefferson, he himself died in an automobile accident.  That accident is also the one place where his unnamed ""grandson"" is mentioned, as a former World War I aviator who loses control of a car (190).  And although he deletes the space in Aunt Jenny's married name, Faulkner adds an event to the family biography when ""Mrs Virginia DuPre, Colonel Sartoris' sister,"" unveils the Confederate monument in front of the Jefferson courthouse (188).</p>
","Sartorises in Requiem for a Nun","Requiem for a Nun","",""
"19763","<a href=""/content/sartorissinsas"">SartorissInSAS</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>This is one of the nineteen fictions in which Colonel John Sartoris appears, but also one of the only two in which his wife is ever mentioned.  And barely mentioned at that - when Drusilla refers to herself as ""just a cousin of John's wife"" (68).  As far as we can tell from her elusive appearances, the first Mrs. John Sartoris died in childbirth.  ""Skirmish at Sartoris"" is organized around John's second marriage, to Drusilla, although that hasn't quite happened when the story ends.  There is little attempt to treat the marriage as a family matter.  Faulkner uses it comically, even satirically, to dramatize the genteel ideas of propriety that have survived the Civil War, and subtly, perhaps even slyly, as a screen behind which he can tell a story about race and Reconstruction.</p>
","Sartorises in Skirmish at Sartoris","""Skirmish at Sartoris""","",""
"19755","<a href=""/content/sartorissinsf"">SartorissInSF</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>The only Sartoris who appears in Faulkner's second Yoknapatawpha fiction is ""old Colonel Sartoris"" - and he only appears in Quentin's mind, when near the end of his section, and his life, Quentin evokes the idea of ""death as a man something like"" his own grandfather, and then imagines death, General Compson and Colonel Sartoris in their Confederate uniforms ""on a high place"" (176).  Although his grandfather outranks the Colonel, Quentin pictures Sartoris ""on a still higher place"" while Grandfather and death wait for him to ""come down"" (176).  The vision is complex, but it seems to include the idea that the past - when ""Grandfather was always right"" - was greater and more meaningful than the modern world where Quentin cannot find anything to live for.</p>
","Sartorises in The Sound and the Fury","The Sound and the Fury","",""
"19772","<a href=""/content/sartorissinsnp"">SartorissInSNP</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>The young narrator of this story, set during the early years of World War II, notes that the descendants of Colonel Sartoris ""still lived in our county"" (112).  No Sartorises actually appear in the story, however, and the only two who are mentioned have been dead for over 70 years: the Colonel ""himself"" and Mrs. Rosa Millard, his ""mother-in-law who stood off the Yankees and carpetbaggers"" while the Colonel was away at war (112).  This is the first mention of ""carpetbaggers"" in connection with her.</p>
","Sartorises in Shall Not Perish","""Shall Not Perish""","",""
"19673","<a href=""/content/sartorissinsy"">SartorissInSY</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>""Miss Jenny"" - as Mrs. Virginia Sartoris Du Pre is referred to throughout this novel - is confined to a wheel-chair, but still as forthright and impatient as ever.  She scolds Horace Benbow as if he were a Sartoris too.  The only other characters named Sartoris here are also members of the Benbow family: Horace's sister Narcissa, the widow of (Young) Bayard and to all appearances the head of the household at Sartoris, and Bayard and Narcissa's son, Benbow Sartoris, who is ten-years old and represents the last descendant of both the old Yoknapatawpha families whose names he bears.</p>
","Sartorises in Sanctuary","Sanctuary","",""
"19674","<a href=""/content/sartorissint"">SartorissInT</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>Most of the references to members of the Sartoris family in this second novel in the Snopes trilogy are linked to the family bank and the role it plays in the story of Flem Snopes' climb up the ladder that begins (in the first novel in the trilogy) in a sharecropper's cabin and will end (in the last novel) in a mansion.  The bank was founded by the son of Colonel John Sartoris; readers of earlier Yoknapatawpha fictions know him as Old Bayard, or at least Bayard, but for some reason in this novel the various narrators all refer to him only as ""Colonel Sartoris.""  His father - whom one of the narrators notes is the ""real Colonel"" and who is also called ""the old Colonel"" (43) - is mentioned only a few times.   ""The Sartoris boys, Colonel Sartoris's twin grandsons,"" are also mentioned: the one who dies in World War I is simply called ""the other one"" (123), but his brother Bayard's restlessness as a survivor of that war who comes home but like so many other members of the Lost Generation can't ""settle down"" is described in more detail.  ""Mrs Du Pre"" and ""Miss Narcissa Benbow"" are very briefly referred to, in connection with housekeeping, marriage and bank business (124).  The episode in the family history that is described most vividly is Bayard's accident in his ""big low-slung racing car"" (123) that leaves ""Colonel Sartoris still sitting in it with his eyes still open"" (124); his particularly modernist death is what creates the opening for Flem to move another step closer to the mansion.</p>
","Sartorises in The Town","The Town","",""
"19662","<a href=""/content/sartorissintwq"">SartorissInTWQ</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>The title of this story refers to John Sartoris' sister, Virginia Du Pre, and seems unequivocally to establish the family's aristocratic credentials (another title Faulkner had considered was ""An Empress Passed"").  The story begins by in effect calling the roll of Sartoris males as a kind of well-established noble lineage.  But in its second paragraph the story adds a radically new branch to the family tree when it identifies Elnora, who in <em>Flags in the Dust</em> was referred to in passing as a ""mulatto,"" as John Sartoris' unacknowledged daughter.  In later fictions like <em>Absalom!</em> and <em>Go Down, Moses</em> the existence of the racially mixed children of the slave system raises complex moral problems, and perhaps even here calls the honorability of the Sartorises somewhat into question.  But although the story begins with Elnora's cabin, which is almost certainly a former slave quarters, and is largely told from her perspective, Faulkner ultimately uses Elnora to build a monument to the Sartorises as ""born quality"" (732).  And Elnora herself makes no claim on her inheritance, referring to her own father only as ""Old Marse John"" (733).  The claim she does make is ""I knows trash"" - ""Quality can't see that, because it quality.  But I can"" (734).  The role the story writes for her and that she seems entirely content to fulfill is as the guardian of the (white) family's greatness.  She asserts her and her children's superiority to ""town trash"" like Narcissa Benbow (729), who ""won't never be a Sartoris woman"" (730), who goes to Memphis ""same as a nigger on a excursion"" (733), but the thought that her ""black children"" might be entitled to share the wealth and privilege of the (white) family never enters her mind - nor, despite acknowledging Elnora, does the text of the narrative ever entertain that idea (732).</p>
","Sartorises in There Was a Queen","""There Was a Queen""","",""
"19765","<a href=""/content/sartorissinunv"">SartorissInUNV</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>The focus of this story is on Rosa Millard's own method of engaging the Union Army in order to take care of the plantation and the people of Yoknapatawpha while her son-in-law, John Sartoris, is fighting the Yankees in a more conventional way.  Her campaign relies heavily on Ringo's intelligence and initiative, and Bayard's narrative implicitly acknowledges how the breakdown of the traditional social order and the absence of white males as a consequence of the war creates a space for a woman and even a slave to grow into new positions of authority.  Rosa and Bayard now live in a slave cabin - Yankees destroyed the big house in an earlier story - but the color line remains in place; although Bayard notes that Ringo ""had got to treating me like Granny [i.e. Rosa] did,"" there is still no suggestion that the two growing boys might be related (78), and in church Ringo sits with the other blacks in the ""slave gallery"" until Granny calls him down to help distribute the profits from her campaign (84).</p>
","Sartorises in The Unvanquished (story)","""The Unvanquished""","",""
"19767","<a href=""/content/sartorissinuv"">SartorissInUV</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>In the midst of his struggle to write <em>Absalom!</em> Faulkner returned to the Sartorises for a series of stories that he could sell to magazines like the <em>Saturday Evening Post</em> as a much needed source of income.  But if money was a material motive for transforming the Bayard who appeared in <em>Flags in the Dust</em> as an old man into the adolescent maturing through the cultural traumas of the Civil War and Reconstruction, both the textual and biographical evidence suggests that Faulkner may also have brought the Sartorises back to the center of his fiction as a way to burnish the image of the plantation aristocrat.  The relationship between the two ""colonels"" - Sartoris and Sutpen - is made more overt in the revisions Faulkner made in the stories.  Already in the <em>Post</em> version of ""Retreat,"" Uncle Buck McCaslin celebrates Colonel John's heroism at the expense of the unnamed ""damn whippersnapper"" who replaces him in command of the Confederate regiment from Jefferson.  But in the final story in the novel, ""An Odor of Verbena,"" published for the first time in this novel, the newest member of the Sartoris family - Drusilla, whose marriage to John is the narrative focus of the penultimate story, ""Skirmish at Sartoris"" - develops at length the contrast between Sutpen's ruthless ambitions and John's noble ""dream"" (223).  </p>
<p>The decision to let Bayard narrate the stories from a dual vantage point - the boy, to whom ""the things [his father] did . . . made him seem big to us"" (9), and the older man, who in some respects ""knows better now"" (10) - keeps the novel's portrait of the planter class from becoming too simple.  In that last story, Bayard becomes ""The Sartoris"" (214) in part by revising the aristocratic code by which the Colonel lived.  But in the end, Bayard joins Drusilla in building a monument to the first Sartoris: ""he would always be there,"" the ""dream"" he ""had bequeathed us"" is something ""we could never forget"" (253).  And the other main member of the family, John's mother-in-law Rosa Millard, takes care of the extended plantation family, slaves and all, while John is away at the war with a selflessness that is impressive, endearing, and a personification of the ideal of <em>noblesse oblige</em>.  If Faulkner's representation of the Sutpen family challenges the myth of the Old South, the Sartorises in this novel go a long way toward recuperating it.</p>
<p>The racial politics of the novel are much less disconcerting too, if one wants to preserve ""black"" and ""white"" as distinct categories.  Sutpen has a child with one of his slaves, and his first born son is also ""part Negro.""  Readers of the stories might have wondered whether the slave Ringo is actually an (illegitimate) member of the Sartoris family, teased by the fact, for example, that as Bayard says, Ringo ""calls Granny 'Granny' just like I did"" (7), or the fact that Bayard never identifies a father for Ringo.  But in revising Faulkner made it clear that there was no place for Ringo on the Sartoris family tree.  One of the earliest changes he made was to have Bayard state overtly that another slave, Simon, is ""Ringo's father"" (17).</p>
","Sartorises in The Unvanquished (novel)","The Unvanquished","",""
"19766","<a href=""/content/sartorissinven"">SartorissInVEN</a>","<a href=""/content/sartorisfamily"">SartorisFamily</a>","<p>The meaning of ""Sartoris"" gets an ambiguous twist at the end of ""Vendee,"" when Uncle Buck McCaslin triumphantly proclaims that Bayard ""is John Sartoris' boy"" (117).   The proof of that is the way, as described in the rest of the story, Bayard hunts down and kills the outlaw Grumby, who had killed his Granny in the previous short story in the series.  Defending one's family by seeking private vengeance is a part of the aristocratic code that the Sartorises live by, but in this case, as Buck has seen for himself, Bayard's revenge includes the act of skinning Grumby's body and nailing the 'hide' to a wall - a practice that Bayard learned from ""a book at home about Borneo"" and its headhunters (115).  Bayard also cuts off Grumby's hand and attaches it to Granny's headstone.  Faulkner deletes the reference to headhunters in Borneo when he republishes ""Vendee"" in the novel <em>The Unvanquished</em>, but it's a jarring detail in the story: connecting the aristocratic ""home"" of the Sartorises with the jungles of savagery.  By the way, Ringo is with Bayard every step of the journey that ends with these mutilations, and Ringo is right next to Bayard when Buck makes his declaration, but no one suggests Ringo might be a member of the family too.</p>
","Sartorises in Vendee","""Vendee""","",""
"20217","<a href=""/content/snopessinbb"">SnopessInBB</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>This short story provides the closest look at the nuclear family to which Flem Snopes belongs.  It is narrated from the perspective of an adolescent who bears the oxymoronic name ""Colonel Sartoris Snopes.""  He is deeply torn between his visceral hunger to belong to the family, and his instinctive knowledge that the behavior of his father Ab, a ""barn burner"" and domestic abuser, is horribly wrong.  Through Sarty's eyes, Ab appears as both a villain <em>and</em> the victim of an economic system - tenant farming - that he can never overcome.  In the end Sarty leaves both the family and Yoknapatawpha, with his questions about himself, his family and his culture still unresolved.  Sarty never appears again in the fictions.  His older brother is not named, but readers of Faulkner's other works know he is Flem - a name that raises no interpretive questions about his character.</p>
","Snopeses in Barn Burning","""Barn Burning""","",""
"20221","<a href=""/content/snopessinbp"">SnopessInBP</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>The title of this political fable of course is a borrowing from Abraham Lincoln's most famous speech.  It is used here a bit ironically: it isn't ""the people"" who preserve democracy, but one inspired individual, V.K. Ratliff, who has battled Snopesism so often before.  Snopesism here is represented by Clarence Snopes, who in true Snopes fashion ""uses and betrays and makes capital of everything he ever touched"" (138).  Clarence had already appeared in <em>Sanctuary</em>.  Here Faulkner provides an outline of his backstory: an outlaw youth followed by a stint as a constable, leadership of the local Ku Klux Klan and a successful campaign for the state legislature as an anti-KKK crusader, a habitue of the brothels of Memphis and a leader among Mississippi's Baptists.  Now he is a former draft-dodger running for the U.S. Congress against a genuine war hero, and certain to be elected - until Ratliff finds an appropriately demeaning way to stop him.</p>
","Snopeses in By the People","""By the People""","",""
"20210","<a href=""/content/snopessincb"">SnopessInCB</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>In this story Flem is in the middle of his journey from cabin to mansion, having become the superintendent of Jefferson's power plant by essentially pimping out his (unnamed) wife to the town mayor.  The narrative allows readers to see firsthand what it calls ""Flem Snopes's methods"" as he schemes to manipulate the plant's two black employees into helping him embezzle city property (151).  The ""monument of brass"" that results from his scheme can be contrasted, ironically, with the marble statues to the culture's genuine heroes (149).  Flem's methods literally leave a ""bad"" taste in the mouths of the residents (168), but readers may find it hard in the end to understand what profit Flem himself makes from all his machinations.</p>
","Snopeses in Centaur in Brass","""Centaur in Brass""","",""
"20204","<a href=""/content/snopessinfd"">SnopessInFD</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>Although this is Faulkner's first published Yoknapatawpha fiction, it was his second start at writing about his native soil; he put aside the first without finishing it.  That manuscript is focused on the Snopes family and the Frenchman's Bend environment from which - ""household by household, individual by individual"" - they migrate to Jefferson.  Here that process is well under way.  Behind Flem, a kind of patriarch ""like Abraham of old"" (166), more than half a dozen Snopeses are already in town; Flem himself has already risen from sharecropper's son to the vice-presidency of the Sartoris bank.  When Horace uses the word ""parasite"" to describe the Snopes who went with him to France during World War I (Horace is a conscientious objector, but Montgomery Ward Snopes is a cowardly draft dodger), he puts an accurate label on the way the novel treats these ""incoming Snopeses"" (166-67).  The only member of the family whose character is developed at any length is Byron.  He is explicitly ""animal-like"" (276), with ""hairy hands"" (78), ""down to the second joints of his fingers"" (101), and a ""drooling mouth"" (270).  His name evokes the great Romantic poet, and in fact Byron is the one writer in the novel - but his quasi-obscene love letters to Narcissa Benbow, daughter of one of the oldest, most aristocratic families in Jefferson, are definitive symbols of the kind of squalid assault the Snopeses, as avatars of the modern South, mount against the traditional order.  All the other Snopeses mentioned in the novel will appear again often in the canon, though their characters and stories will be developed in ways this first account seldom anticipates.</p>
","Snopeses in Flags in the Dust","Flags in the Dust","",""
"20218","<a href=""/content/snopessinh"">SnopessInH</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>The central narrative arc of the first volume in the Snopes trilogy is organized around Flem Snopes' rise, from sharecropper's son in Frenchman's Bend toward business owner in Jefferson.  Following in his wake are five more Snopeses: in order of their arrival in the Bend, I.O., Eck, Mink, Ike and Lump. They refer to each other as cousins, all children of different fathers who may have been brothers of Ab Snopes.  Mink tells Ratliff that he, Flem and Ike had a common ""grandma"" (84), which suggests that Ab's own father, the ur-Snopes who never appears in the fictions, must have had two wives; Mink says as much in <em>The Mansion</em>, written twenty years after <em>The Hamlet</em>.  However, in the way this first Snopes novel describes the extended family, the phrase ""nobody ever knew for certain"" exactly what ""the relationship was"" - used to describe the connection between Flem and Eck (73) - sums up the general difficulty of drawing a definitive Snopes family tree (73).  Economically the members of the family seem allied by their ambitions, but their emotional bonds are very tenuous - except for the rage that Mink and his (unnamed) wife feel toward Flem's success; Mink's hostility toward Flem will become a major motif in the trilogy's final volume.</p>
<p>The various male Snopeses are drawn very vividly, but their lives and familial relationships are depicted from a distance.  The third-person narrator often sees them through V.K. Ratliff's eyes, and Ratliff shares their class origins (his father and Ab were both sharecroppers on Anse Holland's place, 29).  But Ratliff's attitude toward the family alternates between astonishment and consternation, and neither he nor the narrator display any hint of empathy.  The life of Eula Varner, the young woman whom Flem marries as another step upward on the social ladder he's climbing, is described in considerable detail - until she becomes ""Mrs. Snopes,"" at which point she becomes essentially opaque.</p>
","Snopeses in The Hamlet","The Hamlet","",""
"20206","<a href=""/content/snopessinld"">SnopessInLD</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>No Snopeses appear directly in Faulkner's third Yoknapatawpha novel.  Flem is mentioned three times: twice in connection with the horse that Jewel acquires - ""a descendant of those Texas ponies Flem Snopes brought here twenty-five years ago"" (134), and once as the ""uncle"" of the Snopes with whom Anse trades to get a new team of mules (192).  In the first case there's a hint that Flem's action took advantage of the men who bought the horses, and in the second that trading with any ""Snopes"" is risky, but nothing to suggest that somehow Snopeses are a danger to the commonweal.  The Snopes with whom Anse trades has ""three-four span"" of mules, which suggests this member of the family, at least, has already risen from the ranks of sharecroppers (184).</p>
","Snopeses in As I Lay Dying","As I Lay Dying","",""
